"","name","setCode","rarity"
"46612","Varchild, Betrayer of Kjeldor","PZ2","rare"
"46613","Emissary of Grudges","PZ2","rare"
"46614","Aminatou, the Fateshifter","PZ2","mythic"
"46615","Estrid's Invocation","PZ2","rare"
"46616","Angelic Guardian","PZ2","rare"
"46617","Angler Turtle","PZ2","rare"
"46618","Vengeant Vampire","PZ2","rare"
"46619","Immortal Phoenix","PZ2","rare"
"46620","Rampaging Brontodon","PZ2","rare"
"46621","Militant Angel","PZ2","mythic"
"46622","Inspired Sphinx","PZ2","mythic"
"46623","Rot Hulk","PZ2","mythic"
"46624","Goblin Goliath","PZ2","mythic"
"46625","Avatar of Growth","PZ2","mythic"
"46626","Hardened-Scale Armor","PZ2","common"
"46627","Leopard-Spotted Jiao","PZ2","common"
"46628","Feiyi Snake","PZ2","common"
"46629","Jiang Yanggu","PZ2","mythic"
"46630","Mu Yanling","PZ2","mythic"
"46631","Timber Gorge","PZ2","common"
"46632","Meandering River","PZ2","common"
"46633","Plains","PZ2","common"
"46634","Island","PZ2","common"
"46635","Mountain","PZ2","common"
"46636","Forest","PZ2","common"
"46637","Armored Whirl Turtle","PZ2","common"
"46638","Colorful Feiyi Sparrow","PZ2","common"
"46639","Purple-Crystal Crab","PZ2","common"
"46640","Welkin Tern","PZ2","common"
"46641","Vivid Flying Fish","PZ2","common"
"46642","Nine-Tail White Fox","PZ2","common"
"46643","Earth-Origin Yak","PZ2","common"
"46644","Moon-Eating Dog","PZ2","uncommon"
"46645","Stormcloud Spirit","PZ2","uncommon"
"46646","Heavenly Qilin","PZ2","common"
"46647","Ancestor Dragon","PZ2","rare"
"46648","Dragon's Presence","PZ2","common"
"46649","Brilliant Plan","PZ2","uncommon"
"46650","Cloak of Mists","PZ2","common"
"46651","Drown in Shapelessness","PZ2","common"
"46652","Rhythmic Water Vortex","PZ2","rare"
"46653","Qilin's Blessing","PZ2","common"
"46654","Sacred White Deer","PZ2","uncommon"
"46655","Reckless Pangolin","PZ2","common"
"46656","Ferocious Zheng","PZ2","common"
"46657","Giant Spider","PZ2","common"
"46658","Fire-Omen Crane","PZ2","uncommon"
"46659","Earthshaking Si","PZ2","common"
"46660","Aggressive Instinct","PZ2","common"
"46661","Confidence from Strength","PZ2","common"
"46662","Breath of Fire","PZ2","common"
"46663","Journey for the Elixir","PZ2","rare"
"46664","Screeching Phoenix","PZ2","rare"
"46665","Cleansing Screech","PZ2","common"
"46666","Day of Judgment","PZEN","rare"
"46667","Nissa's Chosen","PZEN","rare"
"46668","Emeria Angel","PZEN","rare"
"46669","Rampaging Baloths","PZEN","mythic"
"46670","Valakut, the Molten Pinnacle","PZEN","rare"
"46671","Angel of Destiny","PZNR","mythic"
"46672","Archon of Emeria","PZNR","rare"
"46673","Archpriest of Iona","PZNR","rare"
"46674","Emeria's Call // Emeria, Shattered Skyclave","PZNR","mythic"
"46675","Felidar Retreat","PZNR","rare"
"46676","Legion Angel","PZNR","rare"
"46677","Luminarch Aspirant","PZNR","rare"
"46678","Maul of the Skyclaves","PZNR","rare"
"46679","Ondu Inversion // Ondu Skyruins","PZNR","rare"
"46680","Skyclave Apparition","PZNR","rare"
"46681","Squad Commander","PZNR","rare"
"46682","Tazri, Beacon of Unity","PZNR","mythic"
"46683","Charix, the Raging Isle","PZNR","rare"
"46684","Confounding Conundrum","PZNR","rare"
"46685","Coralhelm Chronicler","PZNR","rare"
"46686","Glasspool Mimic // Glasspool Shore","PZNR","rare"
"46687","Inscription of Insight","PZNR","rare"
"46688","Jace, Mirror Mage","PZNR","mythic"
"46689","Maddening Cacophony","PZNR","rare"
"46690","Master of Winds","PZNR","rare"
"46691","Nimble Trapfinder","PZNR","rare"
"46692","Sea Gate Restoration // Sea Gate, Reborn","PZNR","mythic"
"46693","Sea Gate Stormcaller","PZNR","mythic"
"46694","Thieving Skydiver","PZNR","rare"
"46695","Agadeem's Awakening // Agadeem, the Undercrypt","PZNR","mythic"
"46696","Coveted Prize","PZNR","rare"
"46697","Drana, the Last Bloodchief","PZNR","mythic"
"46698","Hagra Mauling // Hagra Broodpit","PZNR","rare"
"46699","Inscription of Ruin","PZNR","rare"
"46700","Nighthawk Scavenger","PZNR","rare"
"46701","Nullpriest of Oblivion","PZNR","rare"
"46702","Scourge of the Skyclaves","PZNR","mythic"
"46703","Shadows' Verdict","PZNR","rare"
"46704","Skyclave Shade","PZNR","rare"
"46705","Soul Shatter","PZNR","rare"
"46706","Taborax, Hope's Demise","PZNR","rare"
"46707","Kargan Intimidator","PZNR","rare"
"46708","Leyline Tyrant","PZNR","mythic"
"46709","Magmatic Channeler","PZNR","rare"
"46710","Moraug, Fury of Akoum","PZNR","mythic"
"46711","Nahiri's Lithoforming","PZNR","rare"
"46712","Relic Robber","PZNR","rare"
"46713","Roiling Vortex","PZNR","rare"
"46714","Shatterskull Charger","PZNR","rare"
"46715","Shatterskull Smashing // Shatterskull, the Hammer Pass","PZNR","mythic"
"46716","Valakut Awakening // Valakut Stoneforge","PZNR","rare"
"46717","Valakut Exploration","PZNR","rare"
"46718","Wayward Guide-Beast","PZNR","rare"
"46719","Ancient Greenwarden","PZNR","mythic"
"46720","Ashaya, Soul of the Wild","PZNR","mythic"
"46721","Cragplate Baloth","PZNR","rare"
"46722","Inscription of Abundance","PZNR","rare"
"46723","Kazandu Mammoth // Kazandu Valley","PZNR","rare"
"46724","Lotus Cobra","PZNR","rare"
"46725","Oran-Rief Ooze","PZNR","rare"
"46726","Scute Swarm","PZNR","rare"
"46727","Swarm Shambler","PZNR","rare"
"46728","Tajuru Paragon","PZNR","rare"
"46729","Turntimber Symbiosis // Turntimber, Serpentine Wood","PZNR","mythic"
"46730","Akiri, Fearless Voyager","PZNR","rare"
"46731","Grakmaw, Skyclave Ravager","PZNR","rare"
"46732","Kaza, Roil Chaser","PZNR","rare"
"46733","Linvala, Shield of Sea Gate","PZNR","rare"
"46734","Nahiri, Heir of the Ancients","PZNR","mythic"
"46735","Nissa of Shadowed Boughs","PZNR","mythic"
"46736","Omnath, Locus of Creation","PZNR","mythic"
"46737","Orah, Skyclave Hierophant","PZNR","rare"
"46738","Phylath, World Sculptor","PZNR","rare"
"46739","Verazol, the Split Current","PZNR","rare"
"46740","Yasharn, Implacable Earth","PZNR","rare"
"46741","Zagras, Thief of Heartbeats","PZNR","rare"
"46742","Zareth San, the Trickster","PZNR","rare"
"46743","Forsaken Monument","PZNR","mythic"
"46744","Lithoform Engine","PZNR","mythic"
"46745","Myriad Construct","PZNR","rare"
"46746","Skyclave Relic","PZNR","rare"
"46747","Branchloft Pathway // Boulderloft Pathway","PZNR","rare"
"46748","Brightclimb Pathway // Grimclimb Pathway","PZNR","rare"
"46749","Clearwater Pathway // Murkwater Pathway","PZNR","rare"
"46750","Cragcrown Pathway // Timbercrown Pathway","PZNR","rare"
"46751","Crawling Barrens","PZNR","rare"
"46752","Needleverge Pathway // Pillarverge Pathway","PZNR","rare"
"46753","Riverglide Pathway // Lavaglide Pathway","PZNR","rare"
"46754","Throne of Makindi","PZNR","rare"
"46755","Approach of the Second Sun","Q06","rare"
"46756","Ethereal Armor","Q06","common"
"46757","Isolate","Q06","rare"
"46758","Silkwrap","Q06","uncommon"
"46759","Hidden Strings","Q06","common"
"46760","Chandra, Torch of Defiance","Q06","mythic"
"46761","Searing Blood","Q06","uncommon"
"46762","Wild Slash","Q06","uncommon"
"46763","Lurrus of the Dream-Den","Q06","rare"
"46764","Spell Queller","Q06","rare"
"46765","Auratouched Mage","RAV","uncommon"
"46766","Bathe in Light","RAV","uncommon"
"46767","Benevolent Ancestor","RAV","common"
"46768","Blazing Archon","RAV","rare"
"46769","Boros Fury-Shield","RAV","common"
"46770","Caregiver","RAV","common"
"46771","Chant of Vitu-Ghazi","RAV","uncommon"
"46772","Concerted Effort","RAV","rare"
"46773","Conclave Equenaut","RAV","common"
"46774","Conclave Phalanx","RAV","uncommon"
"46775","Conclave's Blessing","RAV","common"
"46776","Courier Hawk","RAV","common"
"46777","Devouring Light","RAV","uncommon"
"46778","Divebomber Griffin","RAV","uncommon"
"46779","Dromad Purebred","RAV","common"
"46780","Faith's Fetters","RAV","common"
"46781","Festival of the Guildpact","RAV","uncommon"
"46782","Flickerform","RAV","rare"
"46783","Gate Hound","RAV","common"
"46784","Ghosts of the Innocent","RAV","rare"
"46785","Hour of Reckoning","RAV","rare"
"46786","Hunted Lammasu","RAV","rare"
"46787","Leave No Trace","RAV","common"
"46788","Light of Sanction","RAV","rare"
"46789","Loxodon Gatekeeper","RAV","rare"
"46790","Nightguard Patrol","RAV","common"
"46791","Oathsworn Giant","RAV","uncommon"
"46792","Sandsower","RAV","uncommon"
"46793","Screeching Griffin","RAV","common"
"46794","Seed Spark","RAV","uncommon"
"46795","Suppression Field","RAV","uncommon"
"46796","Three Dreams","RAV","rare"
"46797","Twilight Drover","RAV","rare"
"46798","Veteran Armorer","RAV","common"
"46799","Votary of the Conclave","RAV","common"
"46800","Wojek Apothecary","RAV","uncommon"
"46801","Wojek Siren","RAV","common"
"46802","Belltower Sphinx","RAV","uncommon"
"46803","Cerulean Sphinx","RAV","rare"
"46804","Compulsive Research","RAV","common"
"46805","Convolute","RAV","common"
"46806","Copy Enchantment","RAV","rare"
"46807","Dizzy Spell","RAV","common"
"46808","Drake Familiar","RAV","common"
"46809","Dream Leash","RAV","rare"
"46810","Drift of Phantasms","RAV","common"
"46811","Ethereal Usher","RAV","uncommon"
"46812","Eye of the Storm","RAV","rare"
"46813","Flight of Fancy","RAV","common"
"46814","Flow of Ideas","RAV","uncommon"
"46815","Followed Footsteps","RAV","rare"
"46816","Grayscaled Gharial","RAV","common"
"46817","Grozoth","RAV","rare"
"46818","Halcyon Glaze","RAV","uncommon"
"46819","Hunted Phantasm","RAV","rare"
"46820","Induce Paranoia","RAV","common"
"46821","Lore Broker","RAV","uncommon"
"46822","Mark of Eviction","RAV","uncommon"
"46823","Mnemonic Nexus","RAV","uncommon"
"46824","Muddle the Mixture","RAV","common"
"46825","Peel from Reality","RAV","common"
"46826","Quickchange","RAV","common"
"46827","Remand","RAV","uncommon"
"46828","Snapping Drake","RAV","common"
"46829","Spawnbroker","RAV","rare"
"46830","Stasis Cell","RAV","common"
"46831","Surveilling Sprite","RAV","common"
"46832","Tattered Drake","RAV","common"
"46833","Telling Time","RAV","uncommon"
"46834","Terraformer","RAV","common"
"46835","Tidewater Minion","RAV","common"
"46836","Tunnel Vision","RAV","rare"
"46837","Vedalken Dismisser","RAV","common"
"46838","Vedalken Entrancer","RAV","common"
"46839","Wizened Snitches","RAV","uncommon"
"46840","Zephyr Spirit","RAV","common"
"46841","Blood Funnel","RAV","rare"
"46842","Brainspoil","RAV","common"
"46843","Carrion Howler","RAV","uncommon"
"46844","Clinging Darkness","RAV","common"
"46845","Dark Confidant","RAV","rare"
"46846","Darkblast","RAV","uncommon"
"46847","Dimir House Guard","RAV","common"
"46848","Dimir Machinations","RAV","uncommon"
"46849","Disembowel","RAV","common"
"46850","Empty the Catacombs","RAV","rare"
"46851","Golgari Thug","RAV","uncommon"
"46852","Helldozer","RAV","rare"
"46853","Hex","RAV","rare"
"46854","Hunted Horror","RAV","rare"
"46855","Infectious Host","RAV","common"
"46856","Keening Banshee","RAV","uncommon"
"46857","Last Gasp","RAV","common"
"46858","Mausoleum Turnkey","RAV","uncommon"
"46859","Moonlight Bargain","RAV","rare"
"46860","Mortipede","RAV","common"
"46861","Necromantic Thirst","RAV","common"
"46862","Necroplasm","RAV","rare"
"46863","Netherborn Phalanx","RAV","uncommon"
"46864","Nightmare Void","RAV","uncommon"
"46865","Ribbons of Night","RAV","uncommon"
"46866","Roofstalker Wight","RAV","common"
"46867","Sadistic Augermage","RAV","common"
"46868","Sewerdreg","RAV","common"
"46869","Shred Memory","RAV","common"
"46870","Sins of the Past","RAV","rare"
"46871","Stinkweed Imp","RAV","common"
"46872","Strands of Undeath","RAV","common"
"46873","Thoughtpicker Witch","RAV","common"
"46874","Undercity Shade","RAV","uncommon"
"46875","Vigor Mortis","RAV","uncommon"
"46876","Vindictive Mob","RAV","uncommon"
"46877","Woebringer Demon","RAV","rare"
"46878","Barbarian Riftcutter","RAV","common"
"46879","Blockbuster","RAV","uncommon"
"46880","Breath of Fury","RAV","rare"
"46881","Char","RAV","rare"
"46882","Cleansing Beam","RAV","uncommon"
"46883","Coalhauler Swine","RAV","common"
"46884","Dogpile","RAV","common"
"46885","Excruciator","RAV","rare"
"46886","Fiery Conclusion","RAV","common"
"46887","Flame Fusillade","RAV","rare"
"46888","Flash Conscription","RAV","uncommon"
"46889","Frenzied Goblin","RAV","uncommon"
"46890","Galvanic Arc","RAV","common"
"46891","Goblin Fire Fiend","RAV","common"
"46892","Goblin Spelunkers","RAV","common"
"46893","Greater Forgeling","RAV","uncommon"
"46894","Hammerfist Giant","RAV","rare"
"46895","Hunted Dragon","RAV","rare"
"46896","Incite Hysteria","RAV","common"
"46897","Indentured Oaf","RAV","uncommon"
"46898","Instill Furor","RAV","uncommon"
"46899","Mindmoil","RAV","rare"
"46900","Molten Sentry","RAV","rare"
"46901","Ordruun Commando","RAV","common"
"46902","Rain of Embers","RAV","common"
"46903","Reroute","RAV","uncommon"
"46904","Sabertooth Alley Cat","RAV","common"
"46905","Seismic Spike","RAV","common"
"46906","Sell-Sword Brute","RAV","common"
"46907","Smash","RAV","common"
"46908","Sparkmage Apprentice","RAV","common"
"46909","Stoneshaker Shaman","RAV","uncommon"
"46910","Surge of Zeal","RAV","common"
"46911","Torpid Moloch","RAV","common"
"46912","Viashino Fangtail","RAV","common"
"46913","Viashino Slasher","RAV","common"
"46914","Warp World","RAV","rare"
"46915","War-Torch Goblin","RAV","common"
"46916","Wojek Embermage","RAV","uncommon"
"46917","Birds of Paradise","RAV","rare"
"46918","Bramble Elemental","RAV","common"
"46919","Carven Caryatid","RAV","uncommon"
"46920","Chord of Calling","RAV","rare"
"46921","Civic Wayfinder","RAV","common"
"46922","Doubling Season","RAV","rare"
"46923","Dowsing Shaman","RAV","uncommon"
"46924","Dryad's Caress","RAV","common"
"46925","Elves of Deep Shadow","RAV","common"
"46926","Elvish Skysweeper","RAV","common"
"46927","Farseek","RAV","common"
"46928","Fists of Ironwood","RAV","common"
"46929","Gather Courage","RAV","common"
"46930","Golgari Brownscale","RAV","common"
"46931","Golgari Grave-Troll","RAV","rare"
"46932","Goliath Spider","RAV","uncommon"
"46933","Greater Mossdog","RAV","common"
"46934","Hunted Troll","RAV","rare"
"46935","Ivy Dancer","RAV","uncommon"
"46936","Life from the Loam","RAV","rare"
"46937","Moldervine Cloak","RAV","uncommon"
"46938","Nullmage Shepherd","RAV","uncommon"
"46939","Overwhelm","RAV","uncommon"
"46940","Perilous Forays","RAV","uncommon"
"46941","Primordial Sage","RAV","rare"
"46942","Recollect","RAV","uncommon"
"46943","Rolling Spoil","RAV","uncommon"
"46944","Root-Kin Ally","RAV","uncommon"
"46945","Scatter the Seeds","RAV","common"
"46946","Scion of the Wild","RAV","rare"
"46947","Siege Wurm","RAV","common"
"46948","Stone-Seeder Hierophant","RAV","common"
"46949","Sundering Vitae","RAV","common"
"46950","Transluminant","RAV","common"
"46951","Trophy Hunter","RAV","uncommon"
"46952","Ursapine","RAV","rare"
"46953","Vinelasher Kudzu","RAV","rare"
"46954","Agrus Kos, Wojek Veteran","RAV","rare"
"46955","Autochthon Wurm","RAV","rare"
"46956","Bloodbond March","RAV","rare"
"46957","Boros Swiftblade","RAV","uncommon"
"46958","Brightflame","RAV","rare"
"46959","Chorus of the Conclave","RAV","rare"
"46960","Circu, Dimir Lobotomist","RAV","rare"
"46961","Clutch of the Undercity","RAV","uncommon"
"46962","Congregation at Dawn","RAV","uncommon"
"46963","Consult the Necrosages","RAV","common"
"46964","Dark Heart of the Wood","RAV","uncommon"
"46965","Dimir Cutpurse","RAV","rare"
"46966","Dimir Doppelganger","RAV","rare"
"46967","Dimir Infiltrator","RAV","common"
"46968","Drooling Groodion","RAV","uncommon"
"46969","Firemane Angel","RAV","rare"
"46970","Flame-Kin Zealot","RAV","uncommon"
"46971","Glare of Subdual","RAV","rare"
"46972","Glimpse the Unthinkable","RAV","rare"
"46973","Golgari Germination","RAV","uncommon"
"46974","Golgari Rotwurm","RAV","common"
"46975","Grave-Shell Scarab","RAV","rare"
"46976","Guardian of Vitu-Ghazi","RAV","common"
"46977","Lightning Helix","RAV","uncommon"
"46978","Loxodon Hierarch","RAV","rare"
"46979","Mindleech Mass","RAV","rare"
"46980","Moroii","RAV","uncommon"
"46981","Perplex","RAV","common"
"46982","Phytohydra","RAV","rare"
"46983","Pollenbright Wings","RAV","uncommon"
"46984","Psychic Drain","RAV","uncommon"
"46985","Putrefy","RAV","uncommon"
"46986","Rally the Righteous","RAV","common"
"46987","Razia, Boros Archangel","RAV","rare"
"46988","Razia's Purification","RAV","rare"
"46989","Savra, Queen of the Golgari","RAV","rare"
"46990","Searing Meditation","RAV","rare"
"46991","Seeds of Strength","RAV","common"
"46992","Selesnya Evangel","RAV","common"
"46993","Selesnya Sagittars","RAV","uncommon"
"46994","Shambling Shell","RAV","common"
"46995","Sisters of Stone Death","RAV","rare"
"46996","Skyknight Legionnaire","RAV","common"
"46997","Sunhome Enforcer","RAV","uncommon"
"46998","Szadek, Lord of Secrets","RAV","rare"
"46999","Thundersong Trumpeter","RAV","common"
"47000","Tolsimir Wolfblood","RAV","rare"
"47001","Twisted Justice","RAV","uncommon"
"47002","Vulturous Zombie","RAV","rare"
"47003","Watchwolf","RAV","uncommon"
"47004","Woodwraith Corrupter","RAV","rare"
"47005","Woodwraith Strangler","RAV","common"
"47006","Boros Guildmage","RAV","uncommon"
"47007","Boros Recruit","RAV","common"
"47008","Centaur Safeguard","RAV","common"
"47009","Dimir Guildmage","RAV","uncommon"
"47010","Gaze of the Gorgon","RAV","common"
"47011","Gleancrawler","RAV","rare"
"47012","Golgari Guildmage","RAV","uncommon"
"47013","Lurking Informant","RAV","common"
"47014","Master Warcraft","RAV","rare"
"47015","Privileged Position","RAV","rare"
"47016","Selesnya Guildmage","RAV","uncommon"
"47017","Shadow of Doubt","RAV","rare"
"47018","Bloodletter Quill","RAV","rare"
"47019","Boros Signet","RAV","common"
"47020","Bottled Cloister","RAV","rare"
"47021","Cloudstone Curio","RAV","rare"
"47022","Crown of Convergence","RAV","rare"
"47023","Cyclopean Snare","RAV","uncommon"
"47024","Dimir Signet","RAV","common"
"47025","Glass Golem","RAV","uncommon"
"47026","Golgari Signet","RAV","common"
"47027","Grifter's Blade","RAV","uncommon"
"47028","Junktroller","RAV","uncommon"
"47029","Leashling","RAV","uncommon"
"47030","Nullstone Gargoyle","RAV","rare"
"47031","Pariah's Shield","RAV","rare"
"47032","Peregrine Mask","RAV","uncommon"
"47033","Plague Boiler","RAV","rare"
"47034","Selesnya Signet","RAV","common"
"47035","Spectral Searchlight","RAV","uncommon"
"47036","Sunforger","RAV","rare"
"47037","Terrarion","RAV","common"
"47038","Voyager Staff","RAV","uncommon"
"47039","Boros Garrison","RAV","common"
"47040","Dimir Aqueduct","RAV","common"
"47041","Duskmantle, House of Shadow","RAV","uncommon"
"47042","Golgari Rot Farm","RAV","common"
"47043","Overgrown Tomb","RAV","rare"
"47044","Sacred Foundry","RAV","rare"
"47045","Selesnya Sanctuary","RAV","common"
"47046","Sunhome, Fortress of the Legion","RAV","uncommon"
"47047","Svogthos, the Restless Tomb","RAV","uncommon"
"47048","Temple Garden","RAV","rare"
"47049","Vitu-Ghazi, the City-Tree","RAV","uncommon"
"47050","Watery Grave","RAV","rare"
"47051","Plains","RAV","common"
"47052","Island","RAV","common"
"47053","Swamp","RAV","common"
"47054","Mountain","RAV","common"
"47055","Forest","RAV","common"
"47056","Alabaster Potion","REN","common"
"47057","Amrou Kithkin","REN","common"
"47058","Angry Mob","REN","uncommon"
"47059","Brainwash","REN","common"
"47060","Circle of Protection: Artifacts","REN","uncommon"
"47061","Divine Transformation","REN","uncommon"
"47062","Elder Land Wurm","REN","uncommon"
"47063","Fortified Area","REN","uncommon"
"47064","Kismet","REN","uncommon"
"47065","Land Tax","REN","uncommon"
"47066","Morale","REN","common"
"47067","Osai Vultures","REN","common"
"47068","Piety","REN","common"
"47069","Pikemen","REN","common"
"47070","Seeker","REN","uncommon"
"47071","Spirit Link","REN","uncommon"
"47072","Tundra Wolves","REN","common"
"47073","Visions","REN","uncommon"
"47074","Apprentice Wizard","REN","uncommon"
"47075","Backfire","REN","uncommon"
"47076","Energy Tap","REN","common"
"47077","Erosion","REN","common"
"47078","Flood","REN","uncommon"
"47079","Gaseous Form","REN","common"
"47080","Ghost Ship","REN","common"
"47081","Giant Tortoise","REN","common"
"47082","Leviathan","REN","uncommon"
"47083","Mind Bomb","REN","uncommon"
"47084","Psionic Entity","REN","uncommon"
"47085","Relic Bind","REN","uncommon"
"47086","Segovian Leviathan","REN","uncommon"
"47087","Sindbad","REN","uncommon"
"47088","Sunken City","REN","common"
"47089","Time Elemental","REN","uncommon"
"47090","Twiddle","REN","common"
"47091","Zephyr Falcon","REN","common"
"47092","Abomination","REN","uncommon"
"47093","Ashes to Ashes","REN","common"
"47094","Blight","REN","uncommon"
"47095","Bog Imp","REN","common"
"47096","Carrion Ants","REN","uncommon"
"47097","Cosmic Horror","REN","uncommon"
"47098","Cyclopean Mummy","REN","common"
"47099","Greed","REN","uncommon"
"47100","Junún Efreet","REN","uncommon"
"47101","Lost Soul","REN","common"
"47102","Marsh Gas","REN","common"
"47103","Murk Dwellers","REN","common"
"47104","Pit Scorpion","REN","common"
"47105","Rag Man","REN","uncommon"
"47106","Spirit Shackle","REN","common"
"47107","Uncle Istvan","REN","uncommon"
"47108","Vampire Bats","REN","common"
"47109","Word of Binding","REN","common"
"47110","Xenic Poltergeist","REN","uncommon"
"47111","Ali Baba","REN","uncommon"
"47112","Ball Lightning","REN","uncommon"
"47113","Bird Maiden","REN","common"
"47114","Blood Lust","REN","uncommon"
"47115","Brothers of Fire","REN","uncommon"
"47116","Cave People","REN","uncommon"
"47117","Crimson Manticore","REN","uncommon"
"47118","Detonate","REN","uncommon"
"47119","Eternal Warrior","REN","uncommon"
"47120","Fissure","REN","common"
"47121","Giant Strength","REN","common"
"47122","Goblin Rock Sled","REN","common"
"47123","Hurr Jackal","REN","common"
"47124","Immolation","REN","common"
"47125","Inferno","REN","uncommon"
"47126","Ironclaw Orcs","REN","common"
"47127","Mana Clash","REN","uncommon"
"47128","Pyrotechnics","REN","common"
"47129","Sisters of the Flame","REN","uncommon"
"47130","Tempest Efreet","REN","uncommon"
"47131","The Brute","REN","common"
"47132","Wall of Dust","REN","uncommon"
"47133","Winds of Change","REN","uncommon"
"47134","Amulet of Kroog","REN","common"
"47135","Ashnod's Battle Gear","REN","uncommon"
"47136","Battering Ram","REN","common"
"47137","Black Mana Battery","REN","uncommon"
"47138","Blue Mana Battery","REN","uncommon"
"47139","Bronze Tablet","REN","uncommon"
"47140","Carnivorous Plant","REN","common"
"47141","Clay Statue","REN","common"
"47142","Clockwork Avian","REN","uncommon"
"47143","Colossus of Sardia","REN","uncommon"
"47144","Coral Helm","REN","uncommon"
"47145","Cursed Rack","REN","common"
"47146","Diabolic Machine","REN","uncommon"
"47147","Durkwood Boars","REN","common"
"47148","Elven Riders","REN","uncommon"
"47149","Fellwar Stone","REN","uncommon"
"47150","Grapeshot Catapult","REN","common"
"47151","Green Mana Battery","REN","uncommon"
"47152","Killer Bees","REN","uncommon"
"47153","Land Leeches","REN","common"
"47154","Marsh Viper","REN","common"
"47155","Nafs Asp","REN","common"
"47156","Pradesh Gypsies","REN","uncommon"
"47157","Radjan Spirit","REN","uncommon"
"47158","Rebirth","REN","uncommon"
"47159","Red Mana Battery","REN","uncommon"
"47160","Sandstorm","REN","common"
"47161","Shapeshifter","REN","uncommon"
"47162","Sylvan Library","REN","uncommon"
"47163","Tawnos's Wand","REN","uncommon"
"47164","Tawnos's Weaponry","REN","uncommon"
"47165","Tetravus","REN","uncommon"
"47166","Triskelion","REN","uncommon"
"47167","Untamed Wilds","REN","uncommon"
"47168","Urza's Avenger","REN","uncommon"
"47169","Venom","REN","common"
"47170","Wall of Spears","REN","uncommon"
"47171","Whirling Dervish","REN","uncommon"
"47172","White Mana Battery","REN","uncommon"
"47173","Winter Blast","REN","uncommon"
"47174","Yotian Soldier","REN","common"
"47175","Mishra's Factory","REN","uncommon"
"47176","Oasis","REN","uncommon"
"47177","Strip Mine","REN","uncommon"
"47178","Abu Ja'far","RIN","uncommon"
"47179","Circle of Protection: Artifacts","RIN","uncommon"
"47180","Repentant Blacksmith","RIN","uncommon"
"47181","War Elephant","RIN","common"
"47182","Dandân","RIN","common"
"47183","Fishliver Oil","RIN","common"
"47184","Giant Tortoise","RIN","common"
"47185","Sindbad","RIN","uncommon"
"47186","Twiddle","RIN","common"
"47187","Cuombajj Witches","RIN","common"
"47188","Hasran Ogress","RIN","common"
"47189","Junún Efreet","RIN","uncommon"
"47190","Xenic Poltergeist","RIN","uncommon"
"47191","Yawgmoth Demon","RIN","uncommon"
"47192","Aladdin","RIN","uncommon"
"47193","Ali Baba","RIN","uncommon"
"47194","Bird Maiden","RIN","common"
"47195","Detonate","RIN","uncommon"
"47196","Goblin Artisans","RIN","uncommon"
"47197","Hurr Jackal","RIN","common"
"47198","Ironclaw Orcs","RIN","common"
"47199","Amulet of Kroog","RIN","common"
"47200","Argothian Pixies","RIN","common"
"47201","Ashnod's Altar","RIN","uncommon"
"47202","Ashnod's Battle Gear","RIN","uncommon"
"47203","Ashnod's Transmogrant","RIN","uncommon"
"47204","Battering Ram","RIN","common"
"47205","Bronze Tablet","RIN","uncommon"
"47206","Clay Statue","RIN","common"
"47207","Clockwork Avian","RIN","uncommon"
"47208","Colossus of Sardia","RIN","uncommon"
"47209","Coral Helm","RIN","uncommon"
"47210","Cursed Rack","RIN","common"
"47211","Cyclone","RIN","uncommon"
"47212","Erhnam Djinn","RIN","uncommon"
"47213","Feldon's Cane","RIN","common"
"47214","Ghazbán Ogre","RIN","common"
"47215","Grapeshot Catapult","RIN","common"
"47216","Jalum Tome","RIN","uncommon"
"47217","Jeweled Bird","RIN","uncommon"
"47218","Metamorphosis","RIN","common"
"47219","Nafs Asp","RIN","common"
"47220","Obelisk of Undoing","RIN","uncommon"
"47221","Rakalite","RIN","uncommon"
"47222","Sandstorm","RIN","common"
"47223","Shapeshifter","RIN","uncommon"
"47224","Tawnos's Wand","RIN","uncommon"
"47225","Tawnos's Weaponry","RIN","uncommon"
"47226","Tetravus","RIN","uncommon"
"47227","Triskelion","RIN","uncommon"
"47228","Urza's Avenger","RIN","uncommon"
"47229","Wall of Spears","RIN","uncommon"
"47230","Yotian Soldier","RIN","common"
"47231","City of Brass","RIN","uncommon"
"47232","Mishra's Factory","RIN","uncommon"
"47233","Oasis","RIN","uncommon"
"47234","Strip Mine","RIN","uncommon"
"47235","Urza's Mine","RIN","common"
"47236","Urza's Power Plant","RIN","common"
"47237","Urza's Tower","RIN","common"
"47238","Baffling End","RIX","uncommon"
"47239","Bishop of Binding","RIX","rare"
"47240","Blazing Hope","RIX","uncommon"
"47241","Cleansing Ray","RIX","common"
"47242","Divine Verdict","RIX","common"
"47243","Everdawn Champion","RIX","uncommon"
"47244","Exultant Skymarcher","RIX","common"
"47245","Famished Paladin","RIX","uncommon"
"47246","Forerunner of the Legion","RIX","uncommon"
"47247","Imperial Ceratops","RIX","uncommon"
"47248","Legion Conquistador","RIX","common"
"47249","Luminous Bonds","RIX","common"
"47250","Majestic Heliopterus","RIX","uncommon"
"47251","Martyr of Dusk","RIX","common"
"47252","Moment of Triumph","RIX","common"
"47253","Paladin of Atonement","RIX","rare"
"47254","Pride of Conquerors","RIX","uncommon"
