,Name,Rarity,Quantity,Price,Language,Finish,Condition,Expansion
7757,OX OF AGONAS,MYTHIC,2.0,3.99,ENGLISH,FOIL,NEAR MINT,THEROS BEYOND DEATH
7758,PLAINS (250),COMMON,35.0,1.79,ENGLISH,FOIL,NEAR MINT,THEROS BEYOND DEATH
7759,"POLUKRANOS, UNCHAINED",MYTHIC,10.0,1.29,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7760,"PURPHOROS, BRONZE-BLOODED",MYTHIC,7.0,2.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7761,SERPENT OF YAWNING DEPTHS,RARE,2.0,9.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7762,SHADOWSPEAR,RARE,2.0,26.99,ENGLISH,FOIL,NEAR MINT,THEROS BEYOND DEATH
7763,"SHOWCASE EREBOS, BLEAK-HEARTED",MYTHIC,2.0,3.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7764,"SHOWCASE HELIOD, SUN-CROWNED",MYTHIC,1.0,19.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7765,"SHOWCASE HELIOD, SUN-CROWNED",MYTHIC,1.0,26.99,ENGLISH,FOIL,NEAR MINT,THEROS BEYOND DEATH
7766,"SHOWCASE KLOTHYS, GOD OF DESTINY",MYTHIC,1.0,11.99,ENGLISH,FOIL,NEAR MINT,THEROS BEYOND DEATH
7767,"SHOWCASE KLOTHYS, GOD OF DESTINY",MYTHIC,3.0,8.88,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7768,"SHOWCASE THASSA, DEEP-DWELLING",MYTHIC,1.0,11.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7769,SWAMP (252),COMMON,39.0,2.99,ENGLISH,FOIL,NEAR MINT,THEROS BEYOND DEATH
7770,SWAMP (252),COMMON,2.0,0.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7771,TECTONIC GIANT,RARE,6.0,0.49,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7772,TEMPLE OF ABANDON,RARE,5.0,0.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7773,TEMPLE OF DECEIT,RARE,3.0,0.59,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7774,TEMPLE OF ENLIGHTENMENT,RARE,7.0,0.49,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7775,TEMPLE OF PLENTY,RARE,6.0,0.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7776,TERROR OF MOUNT VELUS,RARE,1.0,1.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7777,THASSA'S ORACLE,RARE,1.0,12.99,ENGLISH,FOIL,NEAR MINT,THEROS BEYOND DEATH
7778,"THASSA, DEEP-DWELLING",MYTHIC,1.0,12.99,ENGLISH,FOIL,NEAR MINT,THEROS BEYOND DEATH
7779,UNDERWORLD BREACH,RARE,1.0,4.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7780,UNDERWORLD DREAMS,UNCOMMON,1.0,0.59,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7781,UNDERWORLD SENTINEL,RARE,2.0,0.39,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7782,"URO, TITAN OF NATURE'S WRATH",MYTHIC,4.0,15.99,ENGLISH,FOIL,NEAR MINT,THEROS BEYOND DEATH
7783,"URO, TITAN OF NATURE'S WRATH",MYTHIC,12.0,14.99,ENGLISH,NORMAL,NEAR MINT,THEROS BEYOND DEATH
7784,"AJANI, THE GREATHEARTED",RARE,3.0,2.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7785,ANGRATH CAPTAIN OF CHAOS (JPN ALTERNATE ART),UNCOMMON,7.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7786,ARLINN VOICE OF THE PACK (JPN ALTERNATE ART),UNCOMMON,4.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7787,ASHIOK DREAM RENDER (JPN ALTERNATE ART),UNCOMMON,7.0,3.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7788,"ASHIOK, DREAM RENDER",UNCOMMON,1.0,1.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7789,"ASHIOK, DREAM RENDER",UNCOMMON,1.0,10.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7790,"CHANDRA, FIRE ARTISAN",RARE,18.0,0.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7791,COMMENCE THE ENDGAME,RARE,6.0,0.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7792,DAVRIEL ROGUE SHADOWMAGE (JPN ALTERNATE ART),UNCOMMON,4.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7793,DESPARK,UNCOMMON,10.0,0.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7794,DESPARK,UNCOMMON,1.0,4.49,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7795,DOMRI ANARCH OF BOLAS (JPN ALTERNATE ART),RARE,1.0,1.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7796,"DOMRI, ANARCH OF BOLAS",RARE,5.0,1.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7797,DOVIN HAND OF CONTROL (JPN ALTERNATE ART),UNCOMMON,7.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7798,EMERGENCE ZONE,UNCOMMON,1.0,17.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7799,FINALE OF GLORY,MYTHIC,1.0,2.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7800,FINALE OF PROMISE,MYTHIC,2.0,9.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7801,FINALE OF REVELATION,MYTHIC,9.0,3.99,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7802,GIDEON BLACKBLADE,MYTHIC,1.0,5.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7803,GIDEON BLACKBLADE,MYTHIC,7.0,1.99,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7804,GIDEON BLACKBLADE (JPN ALTERNATE ART),MYTHIC,4.0,4.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7805,GIDEON'S COMPANY,UNCOMMON,2.0,1.29,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7806,GOD-ETERNAL BONTU,MYTHIC,2.0,13.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7807,GOD-ETERNAL KEFNET,MYTHIC,1.0,8.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7808,GOD-ETERNAL OKETRA,MYTHIC,6.0,8.99,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7809,HUATLI THE SUN S HEART (JPN ALTERNATE ART),UNCOMMON,3.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7810,"HUATLI, THE SUN'S HEART",UNCOMMON,1.0,1.29,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7811,"ILHARG, THE RAZE-BOAR",MYTHIC,2.0,23.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7812,"ILHARG, THE RAZE-BOAR",MYTHIC,2.0,5.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7813,JACE WIELDER OF MYSTERIES (JPN ALTERNATE ART),RARE,2.0,14.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7814,"JACE, WIELDER OF MYSTERIES",RARE,4.0,7.99,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7815,JAYA VENERATED FIREMAGE (JPN ALTERNATE ART),UNCOMMON,2.0,8.88,JAPANESE,FOIL,NEAR MINT,WAR OF THE SPARK
7816,JAYA VENERATED FIREMAGE (JPN ALTERNATE ART),UNCOMMON,17.0,0.33,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7817,JIANG YANGGU WILDCRAFTER (JPN ALTERNATE ART),UNCOMMON,3.0,0.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7818,KARN THE GREAT CREATOR (JPN ALTERNATE ART),RARE,5.0,19.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7819,"KARN, THE GREAT CREATOR",RARE,14.0,14.99,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7820,KASMINA ENIGMATIC MENTOR (JPN ALTERNATE ART),UNCOMMON,5.0,0.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7821,KAYA BANE OF THE DEAD (JPN ALTERNATE ART),UNCOMMON,5.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7822,KIORA BEHEMOTH BECKONER (JPN ALTERNATE ART),UNCOMMON,5.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7823,"KRENKO, TIN STREET KINGPIN",RARE,3.0,2.19,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7824,LILIANA DREADHORDE GENERAL (JPN ALTERNATE ART),MYTHIC,3.0,188.88,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7825,"LILIANA, DREADHORDE GENERAL",MYTHIC,2.0,59.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7826,NARSET PARTER OF VEILS (JPN ALTERNATE ART),UNCOMMON,1.0,649.99,JAPANESE,FOIL,NEAR MINT,WAR OF THE SPARK
7827,NARSET PARTER OF VEILS (JPN ALTERNATE ART),UNCOMMON,9.0,19.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7828,NARSET'S REVERSAL,RARE,1.0,9.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7829,"NARSET, PARTER OF VEILS",UNCOMMON,1.0,14.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7830,"NARSET, PARTER OF VEILS",UNCOMMON,4.0,1.99,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7831,"NEHEB, DREADHORDE CHAMPION",RARE,1.0,1.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7832,"NEHEB, DREADHORDE CHAMPION",RARE,1.0,0.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7833,NICOL BOLAS DRAGON-GOD (JPN ALTERNATE ART),MYTHIC,1.0,209.99,JAPANESE,FOIL,NEAR MINT,WAR OF THE SPARK
7834,NICOL BOLAS DRAGON-GOD (JPN ALTERNATE ART),MYTHIC,1.0,14.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7835,NISSA WHO SHAKES THE WORLD (JPN ALTERNATE ART),RARE,2.0,16.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7836,OB NIXILIS THE HATE-TWISTED (JPN ALTERNATE ART),UNCOMMON,1.0,7.99,JAPANESE,FOIL,NEAR MINT,WAR OF THE SPARK
7837,OB NIXILIS THE HATE-TWISTED (JPN ALTERNATE ART),UNCOMMON,9.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7838,RAL STORM CONDUIT (JPN ALTERNATE ART),RARE,3.0,1.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7839,"RAL, STORM CONDUIT",RARE,8.0,1.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7840,SAHEELI SUBLIME ARTIFICER (JPN ALTERNATE ART),UNCOMMON,6.0,0.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7841,SAMUT TYRANT SMASHER (JPN ALTERNATE ART),UNCOMMON,5.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7842,SARKHAN THE MASTERLESS,RARE,11.0,0.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7843,"SORIN, VENGEFUL BLOODLORD",RARE,1.0,7.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7844,"SORIN, VENGEFUL BLOODLORD",RARE,4.0,1.99,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7845,SPARK DOUBLE,RARE,3.0,18.99,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7846,SPARK DOUBLE,RARE,17.0,11.99,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7847,TAMIYO COLLECTOR OF TALES (JPN ALTERNATE ART),RARE,3.0,4.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7848,TEFERI TIME RAVELER (JPN ALTERNATE ART),RARE,2.0,249.99,JAPANESE,FOIL,NEAR MINT,WAR OF THE SPARK
7849,TEFERI TIME RAVELER (JPN ALTERNATE ART),RARE,6.0,26.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7850,"TEFERI, TIME RAVELER",RARE,12.0,19.99,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7851,TEYO THE SHIELDMAGE (JPN ALTERNATE ART),UNCOMMON,6.0,0.49,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7852,THE ELDERSPELL,RARE,7.0,0.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7853,THE WANDERER (JPN ALTERNATE ART),UNCOMMON,3.0,0.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7854,TIBALT RAKISH INSTIGATOR (JPN ALTERNATE ART),UNCOMMON,5.0,0.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7855,"TIBALT, RAKISH INSTIGATOR",UNCOMMON,2.0,1.49,ENGLISH,FOIL,NEAR MINT,WAR OF THE SPARK
7856,UGIN THE INEFFABLE (JPN ALTERNATE ART),RARE,1.0,5.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7857,"UGIN, THE INEFFABLE",RARE,9.0,4.69,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7858,VIVIEN CHAMPION OF THE WILDS (JPN ALTERNATE ART),RARE,3.0,4.99,JAPANESE,NORMAL,NEAR MINT,WAR OF THE SPARK
7859,"VIVIEN, CHAMPION OF THE WILDS",RARE,1.0,1.49,ENGLISH,NORMAL,NEAR MINT,WAR OF THE SPARK
7860,BATTERSKULL,MYTHIC,1.0,26.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7861,BATTERSKULL,MYTHIC,6.0,9.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7862,BIRTHING POD,RARE,2.0,15.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7863,BLIGHTED AGENT,COMMON,7.0,0.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7864,CAGED SUN,RARE,4.0,7.88,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7865,CHANCELLOR OF THE ANNEX,RARE,1.0,3.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7866,CHANCELLOR OF THE SPIRES,RARE,1.0,8.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7867,DISMEMBER,UNCOMMON,9.0,2.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7868,DISPATCH,UNCOMMON,2.0,1.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7869,GETH'S VERDICT,COMMON,2.0,4.49,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7870,GITAXIAN PROBE,COMMON,2.0,19.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7871,GITAXIAN PROBE,COMMON,3.0,2.29,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7872,GLISTENER ELF,COMMON,1.0,9.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7873,GLISTENER ELF,COMMON,7.0,0.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7874,HEX PARASITE,RARE,2.0,19.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7875,HEX PARASITE,RARE,4.0,4.49,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7876,"JIN-GITAXIAS, CORE AUGUR",MYTHIC,1.0,21.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7877,KARN LIBERATED,MYTHIC,7.0,32.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7878,LIFE'S FINALE,RARE,2.0,2.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7879,MINDCRANK,UNCOMMON,3.0,5.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7880,MUTAGENIC GROWTH,COMMON,2.0,12.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7881,MUTAGENIC GROWTH,COMMON,1.0,0.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7882,NOXIOUS REVIVAL,UNCOMMON,8.0,10.88,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7883,PHYREXIAN METAMORPH,RARE,1.0,11.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7884,PHYREXIAN SWARMLORD,RARE,1.0,7.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7885,PHYREXIAN UNLIFE,RARE,5.0,6.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7886,PRAETOR'S GRASP,RARE,2.0,79.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7887,PRAETOR'S GRASP,RARE,2.0,14.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7888,SLAG FIEND,RARE,1.0,0.49,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7889,SPELLSKITE,RARE,7.0,5.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7890,SURGICAL EXTRACTION,RARE,8.0,20.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7891,SWORD OF WAR AND PEACE,MYTHIC,1.0,15.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7892,TORPOR ORB,RARE,1.0,124.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7893,TORPOR ORB,RARE,8.0,19.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7894,TRIUMPH OF THE HORDES,UNCOMMON,3.0,14.99,ENGLISH,NORMAL,NEAR MINT,NEW PHYREXIA
7895,"VORINCLEX, VOICE OF HUNGER",MYTHIC,4.0,53.99,ENGLISH,FOIL,NEAR MINT,NEW PHYREXIA
7901,"ANGUIRUS, ARMORED KILLER",RARE,1.0,2.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7902,"ANGUIRUS, ARMORED KILLER",RARE,18.0,3.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7903,"BABYGODZILLA, RUIN REBORN",UNCOMMON,1.0,3.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7904,"BABYGODZILLA, RUIN REBORN",UNCOMMON,8.0,1.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7905,BATTRA TERROR OF THE CITY - DIRGE BAT,MYTHIC,4.0,7.99,JAPANESE,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7906,BATTRA TERROR OF THE CITY - DIRGE BAT,MYTHIC,3.0,14.99,JAPANESE,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7907,BIO-QUARTZ SPACEGODZILLA,MYTHIC,2.0,14.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7908,"BIOLLANTE, PLANT BEAST FORM",MYTHIC,4.0,26.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7909,"BIOLLANTE, PLANT BEAST FORM",MYTHIC,6.0,18.88,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7910,BORDERLESS LUKKA COPPERCOAT OUTCAST,MYTHIC,7.0,1.69,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7911,BORDERLESS NARSET OF THE ANCIENT WAY,MYTHIC,2.0,2.29,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7912,BORDERLESS NARSET OF THE ANCIENT WAY,MYTHIC,1.0,7.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7913,BORDERLESS VIVIEN MONSTERS ADVOCATE,MYTHIC,1.0,13.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7914,BORDERLESS VIVIEN MONSTERS ADVOCATE,MYTHIC,1.0,6.88,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7915,"BROKKOS, APEX OF FOREVER",MYTHIC,1.0,1.19,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7916,CALL OF THE DEATH-DWELLER,UNCOMMON,5.0,0.49,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7917,CRYSTALLINE GIANT,RARE,1.0,0.69,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7918,"DESTOROYAH, PERFECT LIFEFORM",RARE,16.0,4.49,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7919,"DESTOROYAH, PERFECT LIFEFORM",RARE,8.0,5.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7920,"DORAT, THE PERFECT PET",UNCOMMON,13.0,2.49,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7921,"DORAT, THE PERFECT PET",UNCOMMON,10.0,2.49,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7922,EERIE ULTIMATUM,RARE,1.0,4.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7923,EXTENDED ART BONDERS ENCLAVE,RARE,5.0,8.88,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7924,EXTENDED ART CHEVILL BANE OF MONSTERS,MYTHIC,5.0,2.49,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7925,EXTENDED ART DRANNITH MAGISTRATE,RARE,6.0,7.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7926,EXTENDED ART EERIE ULTIMATUM,RARE,6.0,6.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7927,EXTENDED ART EMERGENT ULTIMATUM,RARE,1.0,7.88,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7928,EXTENDED ART EXTINCTION EVENT,RARE,4.0,0.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7929,EXTENDED ART FIEND ARTISAN,MYTHIC,3.0,9.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7930,EXTENDED ART FIEND ARTISAN,MYTHIC,5.0,24.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7931,EXTENDED ART GENERAL KUDRO OF DRANNITH,MYTHIC,1.0,11.88,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7932,EXTENDED ART GENERAL KUDRO OF DRANNITH,MYTHIC,3.0,3.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7933,EXTENDED ART GENESIS ULTIMATUM,RARE,8.0,1.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7934,EXTENDED ART GENESIS ULTIMATUM,RARE,4.0,8.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7935,EXTENDED ART HUNTED NIGHTMARE,RARE,7.0,0.49,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7936,EXTENDED ART HUNTED NIGHTMARE,RARE,1.0,0.49,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7937,EXTENDED ART INSPIRED ULTIMATUM,RARE,3.0,0.49,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7938,EXTENDED ART INSPIRED ULTIMATUM,RARE,1.0,1.49,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7939,EXTENDED ART KAHEERA THE ORPHANGUARD,RARE,1.0,31.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7940,EXTENDED ART KERUGA THE MACROSAGE,RARE,1.0,0.49,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7941,EXTENDED ART KERUGA THE MACROSAGE,RARE,1.0,2.49,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7942,EXTENDED ART LABYRINTH RAPTOR,RARE,4.0,0.49,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7943,EXTENDED ART LAVABRINK VENTURER,RARE,1.0,0.49,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7944,EXTENDED ART LUMINOUS BROODMOTH,MYTHIC,1.0,12.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7945,EXTENDED ART LURRUS OF THE DREAM-DEN,RARE,1.0,49.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7946,EXTENDED ART LURRUS OF THE DREAM-DEN,RARE,1.0,11.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7947,EXTENDED ART MYTHOS OF BROKKOS,RARE,2.0,2.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7948,EXTENDED ART MYTHOS OF ILLUNA,RARE,3.0,2.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7949,EXTENDED ART MYTHOS OF ILLUNA,RARE,8.0,0.49,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7950,EXTENDED ART MYTHOS OF NETHROI,RARE,3.0,0.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7951,EXTENDED ART MYTHOS OF NETHROI,RARE,2.0,2.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7952,EXTENDED ART MYTHOS OF VADROK,RARE,1.0,0.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7953,EXTENDED ART QUARTZWOOD CRASHER,RARE,4.0,2.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7954,EXTENDED ART RIELLE THE EVERWISE,MYTHIC,2.0,14.99,ENGLISH,FOIL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
7955,EXTENDED ART RIELLE THE EVERWISE,MYTHIC,2.0,2.99,ENGLISH,NORMAL,NEAR MINT,IKORIA LAIR OF BEHEMOTHS
