,Name,Number,Rarity,Details,Quantity,Price,Language,Finish,Condition,Expansion
7769,Swamp (252),,Common,,39.0,2.99,English,Foil,NEAR MINT,Theros Beyond Death
7770,Swamp (252),,Common,,2.0,0.99,English,Normal,NEAR MINT,Theros Beyond Death
7771,Tectonic Giant,,Rare,,6.0,0.49,English,Normal,NEAR MINT,Theros Beyond Death
7772,Temple of Abandon,,Rare,,5.0,0.99,English,Normal,NEAR MINT,Theros Beyond Death
7773,Temple of Deceit,,Rare,,3.0,0.59,English,Normal,NEAR MINT,Theros Beyond Death
7774,Temple of Enlightenment,,Rare,,7.0,0.49,English,Normal,NEAR MINT,Theros Beyond Death
7775,Temple of Plenty,,Rare,,6.0,0.99,English,Normal,NEAR MINT,Theros Beyond Death
7776,Terror of Mount Velus,,Rare,,1.0,1.99,English,Normal,NEAR MINT,Theros Beyond Death
7777,Thassa's Oracle,,Rare,,1.0,12.99,English,Foil,NEAR MINT,Theros Beyond Death
7778,"Thassa, Deep-Dwelling",,Mythic,,1.0,12.99,English,Foil,NEAR MINT,Theros Beyond Death
7779,Underworld Breach,,Rare,,1.0,4.99,English,Normal,NEAR MINT,Theros Beyond Death
7780,Underworld Dreams,,Uncommon,,1.0,0.59,English,Normal,NEAR MINT,Theros Beyond Death
7781,Underworld Sentinel,,Rare,,2.0,0.39,English,Normal,NEAR MINT,Theros Beyond Death
7782,"Uro, Titan of Nature's Wrath",,Mythic,,4.0,15.99,English,Foil,NEAR MINT,Theros Beyond Death
7783,"Uro, Titan of Nature's Wrath",,Mythic,,12.0,14.99,English,Normal,NEAR MINT,Theros Beyond Death
7784,"Ajani, the Greathearted",,Rare,,3.0,2.49,English,Normal,NEAR MINT,War of the Spark
7785,Angrath Captain of Chaos (JPN Alternate Art),,Uncommon,,7.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7786,Arlinn Voice of the Pack (JPN Alternate Art),,Uncommon,,4.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7787,Ashiok Dream Render (JPN Alternate Art),,Uncommon,,7.0,3.49,Japanese,Normal,NEAR MINT,War of the Spark
7788,"Ashiok, Dream Render",,Uncommon,,1.0,1.49,English,Normal,NEAR MINT,War of the Spark
7789,"Ashiok, Dream Render",,Uncommon,,1.0,10.99,English,Foil,NEAR MINT,War of the Spark
7790,"Chandra, Fire Artisan",,Rare,,18.0,0.49,English,Normal,NEAR MINT,War of the Spark
7791,Commence the Endgame,,Rare,,6.0,0.49,English,Normal,NEAR MINT,War of the Spark
7792,Davriel Rogue Shadowmage (JPN Alternate Art),,Uncommon,,4.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7793,Despark,,Uncommon,,10.0,0.49,English,Normal,NEAR MINT,War of the Spark
7794,Despark,,Uncommon,,1.0,4.49,English,Foil,NEAR MINT,War of the Spark
7795,Domri Anarch of Bolas (JPN Alternate Art),,Rare,,1.0,1.99,Japanese,Normal,NEAR MINT,War of the Spark
7796,"Domri, Anarch of Bolas",,Rare,,5.0,1.49,English,Normal,NEAR MINT,War of the Spark
7797,Dovin Hand of Control (JPN Alternate Art),,Uncommon,,7.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7798,Emergence Zone,,Uncommon,,1.0,17.99,English,Foil,NEAR MINT,War of the Spark
7799,Finale of Glory,,Mythic,,1.0,2.49,English,Normal,NEAR MINT,War of the Spark
7800,Finale of Promise,,Mythic,,2.0,9.99,English,Foil,NEAR MINT,War of the Spark
7801,Finale of Revelation,,Mythic,,9.0,3.99,English,Normal,NEAR MINT,War of the Spark
7802,Gideon Blackblade,,Mythic,,1.0,5.99,English,Foil,NEAR MINT,War of the Spark
7803,Gideon Blackblade,,Mythic,,7.0,1.99,English,Normal,NEAR MINT,War of the Spark
7804,Gideon Blackblade (JPN Alternate Art),,Mythic,,4.0,4.49,Japanese,Normal,NEAR MINT,War of the Spark
7805,Gideon's Company,,Uncommon,,2.0,1.29,English,Normal,NEAR MINT,War of the Spark
7806,God-Eternal Bontu,,Mythic,,2.0,13.99,English,Foil,NEAR MINT,War of the Spark
7807,God-Eternal Kefnet,,Mythic,,1.0,8.99,English,Foil,NEAR MINT,War of the Spark
7808,God-Eternal Oketra,,Mythic,,6.0,8.99,English,Normal,NEAR MINT,War of the Spark
7809,Huatli the Sun s Heart (JPN Alternate Art),,Uncommon,,3.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7810,"Huatli, the Sun's Heart",,Uncommon,,1.0,1.29,English,Foil,NEAR MINT,War of the Spark
7811,"Ilharg, the Raze-Boar",,Mythic,,2.0,23.99,English,Foil,NEAR MINT,War of the Spark
7812,"Ilharg, the Raze-Boar",,Mythic,,2.0,5.49,English,Normal,NEAR MINT,War of the Spark
7813,Jace Wielder of Mysteries (JPN Alternate Art),,Rare,,2.0,14.99,Japanese,Normal,NEAR MINT,War of the Spark
7814,"Jace, Wielder of Mysteries",,Rare,,4.0,7.99,English,Normal,NEAR MINT,War of the Spark
7815,Jaya Venerated Firemage (JPN Alternate Art),,Uncommon,,2.0,8.88,Japanese,Foil,NEAR MINT,War of the Spark
7816,Jaya Venerated Firemage (JPN Alternate Art),,Uncommon,,17.0,0.33,Japanese,Normal,NEAR MINT,War of the Spark
7817,Jiang Yanggu Wildcrafter (JPN Alternate Art),,Uncommon,,3.0,0.99,Japanese,Normal,NEAR MINT,War of the Spark
7818,Karn the Great Creator (JPN Alternate Art),,Rare,,5.0,19.99,Japanese,Normal,NEAR MINT,War of the Spark
7819,"Karn, the Great Creator",,Rare,,14.0,14.99,English,Normal,NEAR MINT,War of the Spark
7820,Kasmina Enigmatic Mentor (JPN Alternate Art),,Uncommon,,5.0,0.99,Japanese,Normal,NEAR MINT,War of the Spark
7821,Kaya Bane of the Dead (JPN Alternate Art),,Uncommon,,5.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7822,Kiora Behemoth Beckoner (JPN Alternate Art),,Uncommon,,5.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7823,"Krenko, Tin Street Kingpin",,Rare,,3.0,2.19,English,Normal,NEAR MINT,War of the Spark
7824,Liliana Dreadhorde General (JPN Alternate Art),,Mythic,,3.0,188.88,Japanese,Normal,NEAR MINT,War of the Spark
7825,"Liliana, Dreadhorde General",,Mythic,,2.0,59.99,English,Foil,NEAR MINT,War of the Spark
7826,Narset Parter of Veils (JPN Alternate Art),,Uncommon,,1.0,649.99,Japanese,Foil,NEAR MINT,War of the Spark
7827,Narset Parter of Veils (JPN Alternate Art),,Uncommon,,9.0,19.99,Japanese,Normal,NEAR MINT,War of the Spark
7828,Narset's Reversal,,Rare,,1.0,9.99,English,Foil,NEAR MINT,War of the Spark
7829,"Narset, Parter of Veils",,Uncommon,,1.0,14.99,English,Foil,NEAR MINT,War of the Spark
7830,"Narset, Parter of Veils",,Uncommon,,4.0,1.99,English,Normal,NEAR MINT,War of the Spark
7831,"Neheb, Dreadhorde Champion",,Rare,,1.0,1.99,English,Foil,NEAR MINT,War of the Spark
7832,"Neheb, Dreadhorde Champion",,Rare,,1.0,0.49,English,Normal,NEAR MINT,War of the Spark
7833,Nicol Bolas Dragon-God (JPN Alternate Art),,Mythic,,1.0,209.99,Japanese,Foil,NEAR MINT,War of the Spark
7834,Nicol Bolas Dragon-God (JPN Alternate Art),,Mythic,,1.0,14.99,Japanese,Normal,NEAR MINT,War of the Spark
7835,Nissa Who Shakes the World (JPN Alternate Art),,Rare,,2.0,16.99,Japanese,Normal,NEAR MINT,War of the Spark
7836,Ob Nixilis the Hate-Twisted (JPN Alternate Art),,Uncommon,,1.0,7.99,Japanese,Foil,NEAR MINT,War of the Spark
7837,Ob Nixilis the Hate-Twisted (JPN Alternate Art),,Uncommon,,9.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7838,Ral Storm Conduit (JPN Alternate Art),,Rare,,3.0,1.49,Japanese,Normal,NEAR MINT,War of the Spark
7839,"Ral, Storm Conduit",,Rare,,8.0,1.49,English,Normal,NEAR MINT,War of the Spark
7840,Saheeli Sublime Artificer (JPN Alternate Art),,Uncommon,,6.0,0.99,Japanese,Normal,NEAR MINT,War of the Spark
7841,Samut Tyrant Smasher (JPN Alternate Art),,Uncommon,,5.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7842,Sarkhan the Masterless,,Rare,,11.0,0.49,English,Normal,NEAR MINT,War of the Spark
7843,"Sorin, Vengeful Bloodlord",,Rare,,1.0,7.99,English,Foil,NEAR MINT,War of the Spark
7844,"Sorin, Vengeful Bloodlord",,Rare,,4.0,1.99,English,Normal,NEAR MINT,War of the Spark
7845,Spark Double,,Rare,,3.0,18.99,English,Foil,NEAR MINT,War of the Spark
7846,Spark Double,,Rare,,17.0,11.99,English,Normal,NEAR MINT,War of the Spark
7847,Tamiyo Collector of Tales (JPN Alternate Art),,Rare,,3.0,4.49,Japanese,Normal,NEAR MINT,War of the Spark
7848,Teferi Time Raveler (JPN Alternate Art),,Rare,,2.0,249.99,Japanese,Foil,NEAR MINT,War of the Spark
7849,Teferi Time Raveler (JPN Alternate Art),,Rare,,6.0,26.99,Japanese,Normal,NEAR MINT,War of the Spark
7850,"Teferi, Time Raveler",,Rare,,12.0,19.99,English,Normal,NEAR MINT,War of the Spark
7851,Teyo the Shieldmage (JPN Alternate Art),,Uncommon,,6.0,0.49,Japanese,Normal,NEAR MINT,War of the Spark
7852,The Elderspell,,Rare,,7.0,0.49,English,Normal,NEAR MINT,War of the Spark
7853,The Wanderer (JPN Alternate Art),,Uncommon,,3.0,0.99,Japanese,Normal,NEAR MINT,War of the Spark
7854,Tibalt Rakish Instigator (JPN Alternate Art),,Uncommon,,5.0,0.99,Japanese,Normal,NEAR MINT,War of the Spark
7855,"Tibalt, Rakish Instigator",,Uncommon,,2.0,1.49,English,Foil,NEAR MINT,War of the Spark
7856,Ugin the Ineffable (JPN Alternate Art),,Rare,,1.0,5.99,Japanese,Normal,NEAR MINT,War of the Spark
7857,"Ugin, the Ineffable",,Rare,,9.0,4.69,English,Normal,NEAR MINT,War of the Spark
7858,Vivien Champion of the Wilds (JPN Alternate Art),,Rare,,3.0,4.99,Japanese,Normal,NEAR MINT,War of the Spark
7859,"Vivien, Champion of the Wilds",,Rare,,1.0,1.49,English,Normal,NEAR MINT,War of the Spark
7860,Batterskull,,Mythic,,1.0,26.99,English,Foil,NEAR MINT,New Phyrexia
7861,Batterskull,,Mythic,,6.0,9.99,English,Normal,NEAR MINT,New Phyrexia
7862,Birthing Pod,,Rare,,2.0,15.99,English,Normal,NEAR MINT,New Phyrexia
7863,Blighted Agent,,Common,,7.0,0.99,English,Normal,NEAR MINT,New Phyrexia
7864,Caged Sun,,Rare,,4.0,7.88,English,Normal,NEAR MINT,New Phyrexia
7865,Chancellor of the Annex,,Rare,,1.0,3.99,English,Normal,NEAR MINT,New Phyrexia
7866,Chancellor of the Spires,,Rare,,1.0,8.99,English,Foil,NEAR MINT,New Phyrexia
7867,Dismember,,Uncommon,,9.0,2.99,English,Normal,NEAR MINT,New Phyrexia
7868,Dispatch,,Uncommon,,2.0,1.99,English,Normal,NEAR MINT,New Phyrexia
7869,Geth's Verdict,,Common,,2.0,4.49,English,Foil,NEAR MINT,New Phyrexia
7870,Gitaxian Probe,,Common,,2.0,19.99,English,Foil,NEAR MINT,New Phyrexia
7871,Gitaxian Probe,,Common,,3.0,2.29,English,Normal,NEAR MINT,New Phyrexia
7872,Glistener Elf,,Common,,1.0,9.99,English,Foil,NEAR MINT,New Phyrexia
7873,Glistener Elf,,Common,,7.0,0.99,English,Normal,NEAR MINT,New Phyrexia
7874,Hex Parasite,,Rare,,2.0,19.99,English,Foil,NEAR MINT,New Phyrexia
7875,Hex Parasite,,Rare,,4.0,4.49,English,Normal,NEAR MINT,New Phyrexia
7876,"Jin-Gitaxias, Core Augur",,Mythic,,1.0,21.99,English,Normal,NEAR MINT,New Phyrexia
7877,Karn Liberated,,Mythic,,7.0,32.99,English,Normal,NEAR MINT,New Phyrexia
7878,Life's Finale,,Rare,,2.0,2.99,English,Normal,NEAR MINT,New Phyrexia
7879,Mindcrank,,Uncommon,,3.0,5.99,English,Normal,NEAR MINT,New Phyrexia
7880,Mutagenic Growth,,Common,,2.0,12.99,English,Foil,NEAR MINT,New Phyrexia
7881,Mutagenic Growth,,Common,,1.0,0.99,English,Normal,NEAR MINT,New Phyrexia
7882,Noxious Revival,,Uncommon,,8.0,10.88,English,Normal,NEAR MINT,New Phyrexia
7883,Phyrexian Metamorph,,Rare,,1.0,11.99,English,Foil,NEAR MINT,New Phyrexia
7884,Phyrexian Swarmlord,,Rare,,1.0,7.99,English,Normal,NEAR MINT,New Phyrexia
7885,Phyrexian Unlife,,Rare,,5.0,6.99,English,Normal,NEAR MINT,New Phyrexia
7886,Praetor's Grasp,,Rare,,2.0,79.99,English,Foil,NEAR MINT,New Phyrexia
7887,Praetor's Grasp,,Rare,,2.0,14.99,English,Normal,NEAR MINT,New Phyrexia
7888,Slag Fiend,,Rare,,1.0,0.49,English,Normal,NEAR MINT,New Phyrexia
7889,Spellskite,,Rare,,7.0,5.99,English,Normal,NEAR MINT,New Phyrexia
7890,Surgical Extraction,,Rare,,8.0,20.99,English,Normal,NEAR MINT,New Phyrexia
7891,Sword of War and Peace,,Mythic,,1.0,15.99,English,Normal,NEAR MINT,New Phyrexia
7892,Torpor Orb,,Rare,,1.0,124.99,English,Foil,NEAR MINT,New Phyrexia
7893,Torpor Orb,,Rare,,8.0,19.99,English,Normal,NEAR MINT,New Phyrexia
7894,Triumph of the Hordes,,Uncommon,,3.0,14.99,English,Normal,NEAR MINT,New Phyrexia
7895,"Vorinclex, Voice of Hunger",,Mythic,,4.0,53.99,English,Foil,NEAR MINT,New Phyrexia
7901,"Anguirus, Armored Killer",,Rare,,1.0,2.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7902,"Anguirus, Armored Killer",,Rare,,18.0,3.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7903,"Babygodzilla, Ruin Reborn",,Uncommon,,1.0,3.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7904,"Babygodzilla, Ruin Reborn",,Uncommon,,8.0,1.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7905,Battra Terror of the City - Dirge Bat,,Mythic,,4.0,7.99,Japanese,Normal,NEAR MINT,Ikoria Lair of Behemoths
7906,Battra Terror of the City - Dirge Bat,,Mythic,,3.0,14.99,Japanese,Foil,NEAR MINT,Ikoria Lair of Behemoths
7907,Bio-Quartz Spacegodzilla,,Mythic,,2.0,14.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7908,"Biollante, Plant Beast Form",,Mythic,,4.0,26.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7909,"Biollante, Plant Beast Form",,Mythic,,6.0,18.88,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7910,Borderless Lukka Coppercoat Outcast,,Mythic,,7.0,1.69,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7911,Borderless Narset Of The Ancient Way,,Mythic,,2.0,2.29,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7912,Borderless Narset Of The Ancient Way,,Mythic,,1.0,7.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7913,Borderless Vivien Monsters Advocate,,Mythic,,1.0,13.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7914,Borderless Vivien Monsters Advocate,,Mythic,,1.0,6.88,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7915,"Brokkos, Apex of Forever",,Mythic,,1.0,1.19,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7916,Call of the Death-Dweller,,Uncommon,,5.0,0.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7917,Crystalline Giant,,Rare,,1.0,0.69,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7918,"Destoroyah, Perfect Lifeform",,Rare,,16.0,4.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7919,"Destoroyah, Perfect Lifeform",,Rare,,8.0,5.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7920,"Dorat, the Perfect Pet",,Uncommon,,13.0,2.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7921,"Dorat, the Perfect Pet",,Uncommon,,10.0,2.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7922,Eerie Ultimatum,,Rare,,1.0,4.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7923,Extended Art Bonders Enclave,,Rare,,5.0,8.88,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7924,Extended Art Chevill Bane Of Monsters,,Mythic,,5.0,2.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7925,Extended Art Drannith Magistrate,,Rare,,6.0,7.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7926,Extended Art Eerie Ultimatum,,Rare,,6.0,6.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7927,Extended Art Emergent Ultimatum,,Rare,,1.0,7.88,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7928,Extended Art Extinction Event,,Rare,,4.0,0.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7929,Extended Art Fiend Artisan,,Mythic,,3.0,9.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7930,Extended Art Fiend Artisan,,Mythic,,5.0,24.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7931,Extended Art General Kudro Of Drannith,,Mythic,,1.0,11.88,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7932,Extended Art General Kudro Of Drannith,,Mythic,,3.0,3.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7933,Extended Art Genesis Ultimatum,,Rare,,8.0,1.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7934,Extended Art Genesis Ultimatum,,Rare,,4.0,8.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7935,Extended Art Hunted Nightmare,,Rare,,7.0,0.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7936,Extended Art Hunted Nightmare,,Rare,,1.0,0.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7937,Extended Art Inspired Ultimatum,,Rare,,3.0,0.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7938,Extended Art Inspired Ultimatum,,Rare,,1.0,1.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7939,Extended Art Kaheera The Orphanguard,,Rare,,1.0,31.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7940,Extended Art Keruga The Macrosage,,Rare,,1.0,0.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7941,Extended Art Keruga The Macrosage,,Rare,,1.0,2.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7942,Extended Art Labyrinth Raptor,,Rare,,4.0,0.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7943,Extended Art Lavabrink Venturer,,Rare,,1.0,0.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7944,Extended Art Luminous Broodmoth,,Mythic,,1.0,12.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7945,Extended Art Lurrus Of The Dream-Den,,Rare,,1.0,49.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7946,Extended Art Lurrus Of The Dream-Den,,Rare,,1.0,11.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7947,Extended Art Mythos Of Brokkos,,Rare,,2.0,2.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7948,Extended Art Mythos Of Illuna,,Rare,,3.0,2.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7949,Extended Art Mythos Of Illuna,,Rare,,8.0,0.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7950,Extended Art Mythos Of Nethroi,,Rare,,3.0,0.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7951,Extended Art Mythos Of Nethroi,,Rare,,2.0,2.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7952,Extended Art Mythos Of Vadrok,,Rare,,1.0,0.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7953,Extended Art Quartzwood Crasher,,Rare,,4.0,2.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7954,Extended Art Rielle The Everwise,,Mythic,,2.0,14.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7955,Extended Art Rielle The Everwise,,Mythic,,2.0,2.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7956,Extended Art Ruinous Ultimatum,,Rare,,1.0,19.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7957,Extended Art Shark Typhoon,,Rare,,1.0,49.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7958,Extended Art Slitherwisp,,Rare,,2.0,0.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7959,Extended Art Slitherwisp,,Rare,,1.0,1.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7960,Extended Art Voracious Greatshark,,Rare,,3.0,1.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7961,Extended Art Voracious Greatshark,,Rare,,2.0,0.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7962,Extended Art Yorion Sky Nomad,,Rare,,1.0,7.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7963,Extinction Event,,Rare,,2.0,1.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7964,Fiend Artisan,,Mythic,,1.0,12.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7965,Gemrazer,,Rare,,3.0,0.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7966,Genesis Ultimatum,,Rare,,3.0,2.29,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7967,"Ghidorah, King of the Cosmos",,Mythic,,2.0,64.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7968,"Gigan, Cyberclaw Terror",,Rare,,9.0,6.88,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7969,"Godzilla, Doom Inevitable",,Rare,,1.0,13.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7970,"Godzilla, King of the Monsters - Zilortha, Strength Incarnate",,Mythic,,23.0,8.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7971,"Godzilla, King of the Monsters - Zilortha, Strength Incarnate",,Mythic,,12.0,8.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7972,"Godzilla, Primeval Champion",,Uncommon,,9.0,6.88,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7973,Heartless Act,,Uncommon,,10.0,0.33,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7974,Indatha Triome,,Rare,,2.0,9.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7975,Inspired Ultimatum,,Rare,,5.0,0.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7976,"King Caesar, Ancient Guardian",,Uncommon,,12.0,0.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7977,"King Caesar, Ancient Guardian",,Uncommon,,15.0,0.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7978,"Kinnan, Bonder Prodigy",,Mythic,,1.0,4.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7979,"Lukka, Coppercoat Outcast",,Mythic,,8.0,1.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7980,"Lukka, Coppercoat Outcast",,Mythic,,2.0,1.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7981,Lurrus of the Dream-Den,,Rare,,2.0,4.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7982,Mechagodzilla - Crystalline Giant,,Mythic,,9.0,19.99,Japanese,Foil,NEAR MINT,Ikoria Lair of Behemoths
7983,Mechagodzilla - Crystalline Giant,,Mythic,,9.0,10.99,Japanese,Normal,NEAR MINT,Ikoria Lair of Behemoths
7984,Mothra s Giant Cocoon - Mysterious Egg,,Mythic,,23.0,0.99,Japanese,Normal,NEAR MINT,Ikoria Lair of Behemoths
7985,Mothra s Giant Cocoon - Mysterious Egg,,Mythic,,12.0,3.99,Japanese,Foil,NEAR MINT,Ikoria Lair of Behemoths
7986,"Mothra, Supersonic Queen",,Mythic,,2.0,36.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7987,"Mothra, Supersonic Queen",,Mythic,,2.0,49.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7988,Mythos of Vadrok,,Rare,,7.0,0.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7989,Narset of the Ancient Way,,Mythic,,2.0,1.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7990,Narset of the Ancient Way,,Mythic,,1.0,1.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7991,"Obosh, the Preypiercer",,Rare,,5.0,0.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7992,"Rodan, Titan of Winged Fury",,Mythic,,5.0,12.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7993,Ruinous Ultimatum,,Rare,,1.0,5.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7994,Shark Typhoon,,Rare,,1.0,13.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7995,Showcase Brokkos Apex Of Forever,,Mythic,,3.0,9.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7996,Showcase Illuna Apex Of Wishes,,Mythic,,1.0,4.49,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7997,Showcase Indatha Triome,,Rare,,15.0,11.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
7998,Showcase Ketria Triome,,Rare,,1.0,49.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
7999,Showcase Nethroi Apex Of Death,,Mythic,,5.0,3.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8000,Showcase Raugrin Triome,,Rare,,9.0,48.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
8001,Showcase Savai Triome,,Rare,,6.0,14.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8002,Showcase Savai Triome,,Rare,,4.0,39.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
8003,Showcase Sea-Dasher Octopus,,Rare,,1.0,4.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
8004,Showcase Sea-Dasher Octopus,,Rare,,1.0,0.89,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8005,Showcase Snapdax Apex Of The Hunt,,Mythic,,4.0,0.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8006,Showcase Snapdax Apex Of The Hunt,,Mythic,,3.0,6.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
8007,Showcase Vadrok Apex Of Thunder,,Mythic,,9.0,0.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8008,Showcase Vadrok Apex Of Thunder,,Mythic,,2.0,10.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
8009,Showcase Zagoth Triome,,Rare,,10.0,44.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
8010,Showcase Zagoth Triome,,Rare,,20.0,16.49,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8011,"Snapdax, Apex of the Hunt",,Mythic,,2.0,0.88,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8012,"Spacegodzilla, Death Corona",,Uncommon,,19.0,5.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8013,"Spacegodzilla, Death Corona",,Uncommon,,16.0,8.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
