"","Count","Name","Expansion","Condition","Language","Finish"
"4187",1,"Plains (230)","Theros","Near Mint","English","Foil"
"4188",1,"Wakedancer","Eternal Masters","Near Mint","English","Foil"
"4189",2,"Wake of Vultures","Eternal Masters","Near Mint","English","Normal"
"4190",1,"Phyrexian Rager","Eternal Masters","Near Mint","English","Normal"
"4191",1,"Prowling Pangolin","Eternal Masters","Near Mint","English","Normal"
"4192",1,"Nature's Claim","Eternal Masters","Near Mint","English","Foil"
"4193",1,"Wakedancer","Eternal Masters","Near Mint","English","Normal"
"4194",1,"Blightsoil Druid","Eternal Masters","Near Mint","English","Foil"
"4195",1,"Deadbridge Shaman","Eternal Masters","Near Mint","English","Normal"
"4196",1,"Skulking Ghost","Eternal Masters","Near Mint","English","Normal"
"4197",12,"Spirit Token (Colorless)","Eternal Masters","Near Mint","English","Normal"
"4198",3,"Elf Warrior Token","Eternal Masters","Near Mint","English","Normal"
"4199",2,"Carnivore Token","Eternal Masters","Near Mint","English","Normal"
"4200",1,"Soldier Token","Eternal Masters","Near Mint","English","Normal"
"4201",1,"Zombie Token","Eternal Masters","Near Mint","English","Normal"
"4202",1,"Elephant Token","Eternal Masters","Near Mint","English","Normal"
"4203",1,"Wall Token","Eternal Masters","Near Mint","English","Normal"
"4204",1,"Wurm Token","Eternal Masters","Near Mint","English","Normal"
"4205",1,"Spirit Token (White)","Eternal Masters","Near Mint","English","Normal"
"4206",1,"Goblin Soldier Token","Eternal Masters","Near Mint","English","Normal"
"4207",1,"Pacifism","Eternal Masters","Near Mint","English","Foil"
"4208",1,"Yavimaya Enchantress","Eternal Masters","Near Mint","English","Normal"
"4209",1,"Emperor Crocodile","Eternal Masters","Near Mint","English","Normal"
"4210",1,"Thornweald Archer","Eternal Masters","Near Mint","English","Normal"
"4211",2,"Roots","Eternal Masters","Near Mint","English","Normal"
"4212",3,"Kor Hookmaster","Eternal Masters","Near Mint","English","Normal"
"4213",2,"Monk Idealist","Eternal Masters","Near Mint","English","Normal"
"4214",1,"Calciderm","Eternal Masters","Near Mint","English","Normal"
"4215",1,"Seal of Strength","Eternal Masters","Near Mint","English","Normal"
"4216",1,"Abundant Growth","Eternal Masters","Near Mint","English","Foil"
"4217",1,"Civic Wayfinder","Eternal Masters","Near Mint","English","Normal"
"4218",1,"Yavimaya Enchantress","Eternal Masters","Near Mint","English","Foil"
"4219",1,"Broken Concentration","Shadows Over Innistrad","Near Mint","English","Foil"
"4220",1,"Mountain (244)","Magic 2012","Near Mint","English","Foil"
"4221",1,"Mountain (292)","Shadows Over Innistrad","Near Mint","English","Foil"
"4222",1,"Izzet Cluestone","Dragon's Maze","Near Mint","English","Foil"
"4223",1,"Swamp (258)","Kaladesh","Near Mint","English","Foil"
"4224",1,"Island (254)","Kaladesh","Near Mint","English","Foil"
"4225",12,"Forest (271)","Return to Ravnica","Near Mint","English","Foil"
"4226",1,"Plains (253)","Return to Ravnica","Near Mint","English","Foil"
"4227",4,"Plains (252)","Return to Ravnica","Near Mint","English","Foil"
"4228",2,"Forest (266)","Khans of Tarkir","Near Mint","English","Foil"
"4229",1,"Plains (251)","Khans of Tarkir","Near Mint","English","Foil"
"4230",1,"Contagion Clasp","FNM Promos","Near Mint","English","Foil"
"4231",1,"Mizzium Mortars","Modern Masters 2017 Edition","Near Mint","English","Foil"
"4232",1,"Izzet Boilerworks","Modern Masters 2015 Edition","Near Mint","English","Foil"
"4233",4,"Prying Blade","Ixalan","Near Mint","English","Foil"
"4234",1,"Forbid","Masterpiece Series: Amonkhet Invocations","Near Mint","English","Foil"
"4235",2,"Flameblade Adept","Amonkhet","Near Mint","English","Foil"
"4236",1,"Goblin Assault","Shards of Alara","Near Mint","English","Foil"
"4237",1,"Plains (147)","Mirrodin Besieged","Near Mint","English","Foil"
"4238",1,"Plains (283)","Shadowmoor","Near Mint","English","Foil"
"4239",1,"Forest (350)","Odyssey","Near Mint","English","Foil"
"4240",1,"Forest (304)","Champions of Kamigawa","Near Mint","English","Foil"
"4241",1,"Forest (305)","Champions of Kamigawa","Near Mint","English","Foil"
"4242",1,"Forest (246)","Scars of Mirrodin","Near Mint","English","Foil"
"4243",1,"Forest (247)","Scars of Mirrodin","Near Mint","English","Foil"
"4244",1,"Forest (303)","Mirrodin","Near Mint","English","Foil"
"4245",3,"Forest (301)","Lorwyn","Near Mint","English","Foil"
"4246",1,"Mountain (345)","Onslaught","Near Mint","English","Foil"
"4247",1,"Mountain (299)","Ravnica: City of Guilds","Near Mint","English","Foil"
"4248",1,"Swamp (298)","Champions of Kamigawa","Near Mint","English","Foil"
"4249",1,"Forest (298)","Lorwyn","Near Mint","English","Foil"
"4250",2,"Spire of Industry","Aether Revolt","Near Mint","English","Foil"
"4251",1,"Augury Owl","Magic 2011","Near Mint","English","Foil"
"4252",3,"Zof Shade","Magic 2015 Core Set","Near Mint","English","Normal"
"4253",4,"Wandering Tombshell","Dragons of Tarkir","Near Mint","English","Normal"
"4254",2,"Warchanter of Mogis","Born of the Gods","Near Mint","English","Normal"
"4255",7,"Wasteland Scorpion","Amonkhet","Near Mint","English","Normal"
"4256",4,"Witch's Familiar","Magic 2015 Core Set","Near Mint","English","Normal"
"4257",9,"Vampire Envoy","Oath of the Gatewatch","Near Mint","English","Normal"
"4258",8,"Vampire Noble","Shadows Over Innistrad","Near Mint","English","Normal"
"4259",1,"Vesper Ghoul","Dissension","Near Mint","English","Normal"
"4260",2,"Vessel of Malignity","Shadows Over Innistrad","Near Mint","English","Normal"
"4261",4,"Vulturous Aven","Dragons of Tarkir","Near Mint","English","Normal"
"4262",1,"Unmake the Graves","Magic 2015 Core Set","Near Mint","English","Normal"
"4263",1,"Thornbow Archer","Magic Origins","Near Mint","English","Normal"
"4264",2,"Thraben Foulbloods","Eldritch Moon","Near Mint","English","Normal"
"4265",3,"Throttle","Shadows Over Innistrad","Near Mint","English","Normal"
"4266",4,"Twins of Maurer Estate","Shadows Over Innistrad","Near Mint","English","Normal"
"4267",1,"Typhoid Rats","Magic 2015 Core Set","Near Mint","English","Normal"
"4268",1,"Typhoid Rats","Fate Reforged","Near Mint","English","Normal"
"4269",4,"Sanitarium Skeleton","Shadows Over Innistrad","Near Mint","English","Normal"
"4270",8,"Scarab Feast","Amonkhet","Near Mint","English","Normal"
"4271",1,"Servant of Tymaret","Born of the Gods","Near Mint","English","Normal"
"4272",2,"Shadowcloak Vampire","Magic 2015 Core Set","Near Mint","English","Normal"
"4273",6,"Shamble Back","Shadows Over Innistrad","Near Mint","English","Normal"
"4274",4,"Shambling Goblin","Dragons of Tarkir","Near Mint","English","Normal"
"4275",4,"Sibsig Icebreakers","Dragons of Tarkir","Near Mint","English","Normal"
"4276",7,"Sign in Blood","Magic 2015 Core Set","Near Mint","English","Normal"
"4277",3,"Silumgar Butcher","Dragons of Tarkir","Near Mint","English","Normal"
"4278",2,"Sip of Hemlock","Theros","Near Mint","English","Normal"
"4279",3,"Skirsdag Supplicant","Eldritch Moon","Near Mint","English","Normal"
"4280",5,"Soulstinger","Amonkhet","Near Mint","English","Normal"
"4281",4,"Stallion of Ashmouth","Shadows Over Innistrad","Near Mint","English","Normal"
"4282",4,"Stromkirk Mentor","Shadows Over Innistrad","Near Mint","English","Normal"
"4283",1,"Sultai Emissary","Fate Reforged","Near Mint","English","Normal"
"4284",1,"Sultai Runemark","Fate Reforged","Near Mint","English","Normal"
"4285",2,"Syphon Soul","Magic: The Gathering—Conspiracy","Near Mint","English","Normal"
"4286",4,"Accursed Spirit","Magic 2015 Core Set","Near Mint","English","Normal"
"4287",6,"Alms of the Vein","Shadows Over Innistrad","Near Mint","English","Normal"
"4288",3,"Altar's Reap","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4289",2,"Anointed Deacon","Ixalan","Near Mint","English","Normal"
"4290",2,"Aspect of Gorgon","Journey into Nyx","Near Mint","English","Normal"
"4291",2,"Asphodel Wanderer","Theros","Near Mint","English","Normal"
"4292",7,"Black Cat","Magic 2015 Core Set","Near Mint","English","Normal"
"4293",3,"Blighted Bat","Amonkhet","Near Mint","English","Normal"
"4294",1,"Blightsoil Druid","Eternal Masters","Near Mint","English","Normal"
"4295",3,"Blood-Toll Harpy","Theros","Near Mint","English","Normal"
"4296",2,"Bloodcrazed Hoplite","Journey into Nyx","Near Mint","English","Normal"
"4297",1,"Boon of Emrakul","Eldritch Moon","Near Mint","English","Normal"
"4298",1,"Boon of Erebos","Theros","Near Mint","English","Normal"
"4299",5,"Butcher's Glee","Dragons of Tarkir","Near Mint","English","Normal"
"4300",2,"Carrion Crow","Magic 2015 Core Set","Near Mint","English","Normal"
"4301",1,"Cast into Darkness","Journey into Nyx","Near Mint","English","Normal"
"4302",3,"Child of Night","Magic 2015 Core Set","Near Mint","English","Normal"
"4303",7,"Coat with Venom","Dragons of Tarkir","Near Mint","English","Normal"
"4304",2,"Covenant of Blood","Magic 2015 Core Set","Near Mint","English","Normal"
"4305",4,"Crippling Blight","Magic 2015 Core Set","Near Mint","English","Normal"
"4306",2,"Cruel Feeding","Journey into Nyx","Near Mint","English","Normal"
"4307",3,"Cursed Minotaur","Amonkhet","Near Mint","English","Normal"
"4308",4,"Dead Weight","Shadows Over Innistrad","Near Mint","English","Normal"
"4309",3,"Defeat","Dragons of Tarkir","Near Mint","English","Normal"
"4310",2,"Disciple of Phenax","Theros","Near Mint","English","Normal"
"4311",1,"Douse in Gloom","Fate Reforged","Near Mint","English","Normal"
"4312",2,"Dreadbringer Lampads","Journey into Nyx","Near Mint","English","Normal"
"4313",1,"Driver of the Dead","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4314",1,"Duress","Dragons of Tarkir","Near Mint","English","Normal"
"4315",4,"Dutiful Attendant","Dragons of Tarkir","Near Mint","English","Normal"
"4316",3,"Eternal Thirst","Magic 2015 Core Set","Near Mint","English","Normal"
"4317",2,"Eye Gouge","Born of the Gods","Near Mint","English","Normal"
"4318",9,"Farbog Revenant","Shadows Over Innistrad","Near Mint","English","Normal"
"4319",1,"Feast of Dreams","Journey into Nyx","Near Mint","English","Normal"
"4320",3,"Felhide Minotaur","Theros","Near Mint","English","Normal"
"4321",4,"Festergloom","Magic 2015 Core Set","Near Mint","English","Normal"
"4322",5,"Festering Mummy","Amonkhet","Near Mint","English","Normal"
"4323",6,"Final Reward","Amonkhet","Near Mint","English","Normal"
"4324",4,"Flatten","Dragons of Tarkir","Near Mint","English","Normal"
"4325",2,"Fleshmad Steed","Theros","Near Mint","English","Normal"
"4326",3,"Flesh to Dust","Magic 2015 Core Set","Near Mint","English","Normal"
"4327",1,"Font of Return","Journey into Nyx","Near Mint","English","Normal"
"4328",2,"Forsaken Drifters","Born of the Gods","Near Mint","English","Normal"
"4329",10,"Ghoulcaller's Accomplice","Shadows Over Innistrad","Near Mint","English","Normal"
"4330",2,"Gravepurge","Dragons of Tarkir","Near Mint","English","Normal"
"4331",3,"Grim Guardian","Journey into Nyx","Near Mint","English","Normal"
"4332",2,"Grisly Transformation","Born of the Gods","Near Mint","English","Normal"
"4333",8,"Grotesque Mutation","Shadows Over Innistrad","Near Mint","English","Normal"
"4334",4,"Hand of Silumgar","Dragons of Tarkir","Near Mint","English","Normal"
"4335",10,"Hound of the Farbogs","Shadows Over Innistrad","Near Mint","English","Normal"
"4336",4,"Lethal Sting","Hour of Devastation","Near Mint","English","Normal"
"4337",1,"Liliana's Indignation","Shadows Over Innistrad","Near Mint","English","Normal"
"4338",2,"Lurching Rotbeast","Hour of Devastation","Near Mint","English","Normal"
"4339",5,"Macabre Waltz","Shadows Over Innistrad","Near Mint","English","Normal"
"4340",3,"Marauding Boneslasher","Hour of Devastation","Near Mint","English","Normal"
"4341",3,"March of the Returned","Theros","Near Mint","English","Normal"
"4342",4,"Marsh Hulk","Dragons of Tarkir","Near Mint","English","Normal"
"4343",3,"Marshmist Titan","Born of the Gods","Near Mint","English","Normal"
"4344",10,"Merciless Resolve","Shadows Over Innistrad","Near Mint","English","Normal"
"4345",1,"Mind Rot","Magic 2015 Core Set","Near Mint","English","Normal"
"4346",2,"Mind Rot","Kaladesh","Near Mint","English","Normal"
"4347",2,"Moaning Wall","Hour of Devastation","Near Mint","English","Normal"
"4348",6,"Murderous Compulsion","Shadows Over Innistrad","Near Mint","English","Normal"
"4349",2,"Necrobite","Born of the Gods","Near Mint","English","Normal"
"4350",1,"Necrobite","Magic 2015 Core Set","Near Mint","English","Normal"
"4351",7,"Necromancer's Assistant","Magic 2015 Core Set","Near Mint","English","Normal"
"4352",2,"Nyx Infusion","Journey into Nyx","Near Mint","English","Normal"
"4353",1,"Pharika's Chosen","Journey into Nyx","Near Mint","English","Normal"
"4354",2,"Pharika's Cure","Theros","Near Mint","English","Normal"
"4355",1,"Pit Keeper","Modern Masters 2017 Edition","Near Mint","English","Normal"
"4356",5,"Pitiless Vizier","Amonkhet","Near Mint","English","Normal"
"4357",1,"Plagued Rusalka","Modern Masters 2015 Edition","Near Mint","English","Normal"
"4358",3,"Qarsi Sadist","Dragons of Tarkir","Near Mint","English","Normal"
"4359",1,"Queen's Bay Soldier","Ixalan","Near Mint","English","Normal"
"4360",1,"Rabid Bloodsucker","Magic Origins","Near Mint","English","Normal"
"4361",6,"Rancid Rats","Shadows Over Innistrad","Near Mint","English","Normal"
"4362",1,"Reach of Shadows","Fate Reforged","Near Mint","English","Normal"
"4363",6,"Reckless Imp","Dragons of Tarkir","Near Mint","English","Normal"
"4364",2,"Returned Phalanx","Theros","Near Mint","English","Normal"
"4365",2,"Returned Reveler","Journey into Nyx","Near Mint","English","Normal"
"4366",2,"Rotfeaster Maggot","Magic 2015 Core Set","Near Mint","English","Normal"
"4367",4,"Rottenheart Ghoul","Shadows Over Innistrad","Near Mint","English","Normal"
"4368",1,"Rotted Hulk","Journey into Nyx","Near Mint","English","Normal"
"4369",8,"Wicker Witch","Shadows Over Innistrad","Near Mint","English","Normal"
"4370",3,"Will-Forged Golem","Magic 2015 Core Set","Near Mint","English","Normal"
"4371",4,"Vial of Dragonfire","Dragons of Tarkir","Near Mint","English","Normal"
"4372",1,"Traveler's Amulet","Hour of Devastation","Near Mint","English","Normal"
"4373",5,"True-Faith Censer","Shadows Over Innistrad","Near Mint","English","Normal"
"4374",3,"Tyrant's Machine","Magic 2015 Core Set","Near Mint","English","Normal"
"4375",5,"Shard of Broken Glass","Shadows Over Innistrad","Near Mint","English","Normal"
"4376",3,"Spidersilk Net","Dragons of Tarkir","Near Mint","English","Normal"
"4377",1,"Runed Servitor","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4378",1,"Pirate's Cutlass","Ixalan","Near Mint","English","Normal"
"4379",2,"Opaline Unicorn","Theros","Near Mint","English","Normal"
"4380",3,"Ornithopter","Magic 2015 Core Set","Near Mint","English","Normal"
"4381",5,"Keeper of the Lens","Dragons of Tarkir","Near Mint","English","Normal"
"4382",3,"Kitesail","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4383",2,"It of the Horrid Swarm","Eldritch Moon","Near Mint","English","Normal"
"4384",8,"Hedron Crawler","Oath of the Gatewatch","Near Mint","English","Normal"
"4385",3,"Honed Khopesh","Amonkhet","Near Mint","English","Normal"
"4386",2,"Graven Abomination","Hour of Devastation","Near Mint","English","Normal"
"4387",2,"Guardians of Meletis","Theros","Near Mint","English","Normal"
"4388",2,"Fleetfeather Sandals","Theros","Near Mint","English","Normal"
"4389",6,"Explosive Apparatus","Shadows Over Innistrad","Near Mint","English","Normal"
"4390",1,"Dimir Cluestone","Dragon's Maze","Near Mint","English","Normal"
"4391",2,"Cultist's Staff","Eldritch Moon","Near Mint","English","Normal"
"4392",5,"Custodian of the Trove","Dragons of Tarkir","Near Mint","English","Normal"
"4393",6,"Bone Saw","Oath of the Gatewatch","Near Mint","English","Normal"
"4394",5,"Bronze Sable","Magic 2015 Core Set","Near Mint","English","Normal"
"4395",2,"Bronze Sable","Theros","Near Mint","English","Normal"
"4396",3,"Aegis Automaton","Aether Revolt","Near Mint","English","Normal"
"4397",8,"Watcher in the Web","Shadows Over Innistrad","Near Mint","English","Normal"
"4398",5,"Whisperer of the Wilds","Fate Reforged","Near Mint","English","Normal"
"4399",2,"Woodcutter's Grit","Eldritch Moon","Near Mint","English","Normal"
"4400",4,"Woodland Patrol","Eldritch Moon","Near Mint","English","Normal"
"4401",3,"Verdant Haven","Magic 2015 Core Set","Near Mint","English","Normal"
"4402",8,"Vessel of Nascency","Shadows Over Innistrad","Near Mint","English","Normal"
"4403",1,"Vine Snare","Magic Origins","Near Mint","English","Normal"
"4404",3,"Vineweft","Magic 2015 Core Set","Near Mint","English","Normal"
"4405",1,"Undergrowth Scavenger","Magic 2015 Core Set","Near Mint","English","Normal"
"4406",4,"Temur Runemark","Fate Reforged","Near Mint","English","Normal"
"4407",9,"Thornhide Wolves","Shadows Over Innistrad","Near Mint","English","Normal"
"4408",2,"Time to Feed","Theros","Near Mint","English","Normal"
"4409",1,"Titanic Growth","Magic 2015 Core Set","Near Mint","English","Normal"
"4410",5,"Tread Upon","Dragons of Tarkir","Near Mint","English","Normal"
"4411",1,"Tukatongue Thallid","Modern Masters 2015 Edition","Near Mint","English","Normal"
"4412",5,"Sage of Shaila's Claim","Kaladesh","Near Mint","English","Normal"
"4413",4,"Sagu Archer","Khans of Tarkir","Near Mint","English","Normal"
"4414",2,"Sandsteppe Scavenger","Dragons of Tarkir","Near Mint","English","Normal"
"4415",6,"Satyr Grovedancer","Journey into Nyx","Near Mint","English","Normal"
"4416",9,"Satyr Wayfinder","Born of the Gods","Near Mint","English","Normal"
"4417",2,"Savage Surge","Theros","Near Mint","English","Normal"
"4418",4,"Segmented Krotiq","Dragons of Tarkir","Near Mint","English","Normal"
"4419",3,"Servant of the Scale","Dragons of Tarkir","Near Mint","English","Normal"
"4420",8,"Setessan Oathsworn","Born of the Gods","Near Mint","English","Normal"
"4421",7,"Setessan Starbreaker","Born of the Gods","Near Mint","English","Normal"
"4422",4,"Shape the Sands","Dragons of Tarkir","Near Mint","English","Normal"
"4423",2,"Shaman of Spring","Magic 2015 Core Set","Near Mint","English","Normal"
"4424",9,"Shed Weakness","Amonkhet","Near Mint","English","Normal"
"4425",3,"Sheltered Aerie","Dragons of Tarkir","Near Mint","English","Normal"
"4426",2,"Sidewinder Naga","Hour of Devastation","Near Mint","English","Normal"
"4427",5,"Siege Wurm","Magic 2015 Core Set","Near Mint","English","Normal"
"4428",1,"Smoke Teller","Khans of Tarkir","Near Mint","English","Normal"
"4429",9,"Snake of the Golden Grove","Born of the Gods","Near Mint","English","Normal"
"4430",5,"Solitary Hunter","Shadows Over Innistrad","Near Mint","English","Normal"
"4431",2,"Stampeding Elk Herd","Dragons of Tarkir","Near Mint","English","Normal"
"4432",2,"Staunch-Hearted Warrior","Theros","Near Mint","English","Normal"
"4433",7,"Stoic Builder","Shadows Over Innistrad","Near Mint","English","Normal"
"4434",2,"Swordwise Centaur","Born of the Gods","Near Mint","English","Normal"
"4435",7,"Rabid Bite","Shadows Over Innistrad","Near Mint","English","Normal"
"4436",5,"Ranger's Guile","Magic 2015 Core Set","Near Mint","English","Normal"
"4437",4,"Ravenous Daggertooth","Ixalan","Near Mint","English","Normal"
"4438",2,"Ravenous Leucrocota","Journey into Nyx","Near Mint","English","Normal"
"4439",5,"Renowned Weaver","Journey into Nyx","Near Mint","English","Normal"
"4440",5,"Return to the Earth","Fate Reforged","Near Mint","English","Normal"
"4441",3,"Revealing Wind","Dragons of Tarkir","Near Mint","English","Normal"
"4442",2,"Rhonas's Stalwart","Hour of Devastation","Near Mint","English","Normal"
"4443",6,"Root Out","Shadows Over Innistrad","Near Mint","English","Normal"
"4444",3,"Runeclaw Bear","Magic 2015 Core Set","Near Mint","English","Normal"
"4445",7,"Quilled Wolf","Shadows Over Innistrad","Near Mint","English","Normal"
"4446",2,"Pheres-Band Centaurs","Theros","Near Mint","English","Normal"
"4447",2,"Pheres-Band Thunderhoof","Journey into Nyx","Near Mint","English","Normal"
"4448",8,"Pheres-Band Tromper","Born of the Gods","Near Mint","English","Normal"
"4449",4,"Pinion Feast","Dragons of Tarkir","Near Mint","English","Normal"
"4450",1,"Plummet","Magic 2015 Core Set","Near Mint","English","Normal"
"4451",1,"Oakheart Dryads","Journey into Nyx","Near Mint","English","Normal"
"4452",6,"Ornery Kudu","Amonkhet","Near Mint","English","Normal"
"4453",5,"Naga Vitalist","Amonkhet","Near Mint","English","Normal"
"4454",3,"Naturalize","Magic 2015 Core Set","Near Mint","English","Normal"
"4455",3,"Naturalize","Khans of Tarkir","Near Mint","English","Normal"
"4456",2,"Naturalize","Dragons of Tarkir","Near Mint","English","Normal"
"4457",4,"Nature's Panoply","Journey into Nyx","Near Mint","English","Normal"
"4458",3,"Nessian Asp","Theros","Near Mint","English","Normal"
"4459",2,"Netcaster Spider","Magic 2015 Core Set","Near Mint","English","Normal"
"4460",7,"Nyxborn Wolf","Born of the Gods","Near Mint","English","Normal"
"4461",4,"Map the Wastes","Fate Reforged","Near Mint","English","Normal"
"4462",3,"Market Festival","Journey into Nyx","Near Mint","English","Normal"
"4463",3,"Might Beyond Reason","Shadows Over Innistrad","Near Mint","English","Normal"
"4464",6,"Mortal's Resolve","Born of the Gods","Near Mint","English","Normal"
"4465",3,"Living Totem","Magic 2015 Core Set","Near Mint","English","Normal"
"4466",2,"Loam Dryad","Shadows Over Innistrad","Near Mint","English","Normal"
"4467",9,"Karametra's Favor","Born of the Gods","Near Mint","English","Normal"
"4468",3,"Kessig Dire Swine","Shadows Over Innistrad","Near Mint","English","Normal"
"4469",1,"Kin-Tree Warden","Khans of Tarkir","Near Mint","English","Normal"
"4470",4,"Kruphix's Insight","Journey into Nyx","Near Mint","English","Normal"
"4471",2,"Kujar Seedsculptor","Kaladesh","Near Mint","English","Normal"
"4472",6,"Intrepid Provisioner","Shadows Over Innistrad","Near Mint","English","Normal"
"4473",3,"Invasive Species","Magic 2015 Core Set","Near Mint","English","Normal"
"4474",4,"Harrier Naga","Hour of Devastation","Near Mint","English","Normal"
"4475",5,"Haze of Pollen","Amonkhet","Near Mint","English","Normal"
"4476",2,"Hinterland Logger","Shadows Over Innistrad","Near Mint","English","Normal"
"4477",3,"Hooded Brawler","Amonkhet","Near Mint","English","Normal"
"4478",2,"Humbler of Mortals","Journey into Nyx","Near Mint","English","Normal"
"4479",7,"Hunt the Weak","Magic 2015 Core Set","Near Mint","English","Normal"
"4480",3,"Hunter's Ambush","Magic 2015 Core Set","Near Mint","English","Normal"
"4481",5,"Giant Spider","Amonkhet","Near Mint","English","Normal"
"4482",5,"Glade Watcher","Dragons of Tarkir","Near Mint","English","Normal"
"4483",1,"Golden Hind","Journey into Nyx","Near Mint","English","Normal"
"4484",4,"Guardian Shield-Bearer","Dragons of Tarkir","Near Mint","English","Normal"
"4485",2,"Feed the Clan","Khans of Tarkir","Near Mint","English","Normal"
"4486",1,"Feral Krushok","Fate Reforged","Near Mint","English","Normal"
"4487",3,"Font of Fertility","Journey into Nyx","Near Mint","English","Normal"
"4488",5,"Fork in the Road","Shadows Over Innistrad","Near Mint","English","Normal"
"4489",3,"Formless Nurturing","Fate Reforged","Near Mint","English","Normal"
"4490",1,"Frontier Mastodon","Fate Reforged","Near Mint","English","Normal"
"4491",7,"Equestrian Skill","Shadows Over Innistrad","Near Mint","English","Normal"
"4492",2,"Defend the Hearth","Theros","Near Mint","English","Normal"
"4493",1,"Desecration Plague","Journey into Nyx","Near Mint","English","Normal"
"4494",4,"Dissenter's Deliverance","Amonkhet","Near Mint","English","Normal"
"4495",3,"Dragon-Scarred Bear","Dragons of Tarkir","Near Mint","English","Normal"
"4496",3,"Druid's Deliverance","Return to Ravnica","Near Mint","English","Normal"
"4497",5,"Charging Badger","Born of the Gods","Near Mint","English","Normal"
"4498",2,"Charging Rhino","Magic 2015 Core Set","Near Mint","English","Normal"
"4499",8,"Colossapede","Amonkhet","Near Mint","English","Normal"
"4500",4,"Colossodon Yearling","Dragons of Tarkir","Near Mint","English","Normal"
"4501",2,"Confront the Unknown","Shadows Over Innistrad","Near Mint","English","Normal"
"4502",2,"Conifer Strider","Dragons of Tarkir","Near Mint","English","Normal"
"4503",3,"Crossroads Consecrator","Eldritch Moon","Near Mint","English","Normal"
"4504",6,"Culling Mark","Born of the Gods","Near Mint","English","Normal"
"4505",5,"Bitterblade Warrior","Amonkhet","Near Mint","English","Normal"
"4506",5,"Byway Courier","Shadows Over Innistrad","Near Mint","English","Normal"
"4507",10,"Aerie Bowmasters","Dragons of Tarkir","Near Mint","English","Normal"
"4508",1,"Agent of Horizons","Theros","Near Mint","English","Normal"
"4509",8,"Aim High","Shadows Over Innistrad","Near Mint","English","Normal"
"4510",2,"Ainok Artillerist","Dragons of Tarkir","Near Mint","English","Normal"
"4511",1,"Ainok Guide","Fate Reforged","Near Mint","English","Normal"
"4512",2,"Alpine Grizzly","Khans of Tarkir","Near Mint","English","Normal"
"4513",2,"Ambuscade","Hour of Devastation","Near Mint","English","Normal"
"4514",1,"Ambush Krotiq","Fate Reforged","Near Mint","English","Normal"
"4515",1,"Appetite for the Unnatural","Kaladesh","Near Mint","English","Normal"
"4516",4,"Archers of Qarsi","Fate Reforged","Near Mint","English","Normal"
"4517",3,"Archers' Parapet","Khans of Tarkir","Near Mint","English","Normal"
"4518",1,"Aspect of Hydra","Born of the Gods","Near Mint","English","Normal"
"4519",5,"Atarka Beastbreaker","Dragons of Tarkir","Near Mint","English","Normal"
"4520",1,"Awaken the Bear","Khans of Tarkir","Near Mint","English","Normal"
"4521",1,"Corrupted Crossroads","Oath of the Gatewatch","Near Mint","English","Foil"
"4522",2,"Island (253)","Kaladesh","Near Mint","English","Foil"
"4523",1,"Ticking Gnomes","Eternal Masters","Near Mint","English","Foil"
"4524",1,"Prismatic Lens","Time Spiral","Slightly Played","English","Foil"
"4525",3,"Cryptolith Rite","Shadows Over Innistrad","Near Mint","English","Normal"
"4526",2,"Island (257 Full Art)","Battle for Zendikar","Near Mint","English","Foil"
"4527",2,"Island (258 Full Art)","Battle for Zendikar","Near Mint","English","Foil"
"4528",1,"Riptide Chimera","Journey into Nyx","Near Mint","English","Foil"
"4529",4,"Merrow Levitator","Eventide","Near Mint","English","Normal"
"4530",1,"Wight of Precinct Six","Gatecrash","Near Mint","English","Foil"
"4531",3,"Thoughtcast","Modern Masters 2015 Edition","Near Mint","English","Foil"
"4532",1,"Swamp (290)","Shadows Over Innistrad","Near Mint","English","Foil"
"4533",1,"Manakin","Iconic Masters","Near Mint","English","Foil"
"4534",1,"Shimmering Grotto","Iconic Masters","Near Mint","English","Foil"
"4535",1,"Rosheen Meanderer","Iconic Masters","Near Mint","English","Foil"
"4536",1,"Everflowing Chalice","Modern Masters 2015 Edition","Near Mint","English","Foil"
"4537",1,"Nephalia Academy","Eldritch Moon","Near Mint","English","Foil"
"4538",2,"Gut Shot","Modern Masters 2015 Edition","Near Mint","English","Foil"
"4539",1,"Darksteel Axe","Iconic Masters","Near Mint","English","Foil"
"4540",1,"Mountain (264)","Khans of Tarkir","Near Mint","English","Foil"
"4541",1,"Plains (190)","Hour of Devastation","Near Mint","English","Foil"
"4542",2,"Faith of the Devoted","Amonkhet","Near Mint","English","Normal"
"4543",2,"Creeping Corrosion","Mirrodin Besieged","Near Mint","English","Foil"
"4544",1,"Forest (198)","Hour of Devastation","Near Mint","English","Foil"
"4545",1,"Wee Dragonauts","Guildpact","Near Mint","English","Normal"
"4546",1,"Umara Entangler","Oath of the Gatewatch","Near Mint","English","Foil"
"4547",1,"Painful Truths","Battle for Zendikar","Near Mint","English","Normal"
"4548",1,"Makindi Patrol","Battle for Zendikar","Near Mint","English","Foil"
"4549",1,"Gibbering Fiend","Shadows Over Innistrad","Near Mint","English","Foil"
