,Name,Number,Rarity,Details,Quantity,Price,Junk,set
8168,4,0.89,,Inquisition of Kozilek,Rare,English,Foil,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8169,Near Mint,9,6.99,,Inquisition Of Kozilek (Foil Etched),Rare,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8170,Normal,Near Mint,1,4.99,,Inquisition of Kozilek (JP ALT ART),Rare,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8171,Japanese,Normal,Near Mint,5,8.99,,Inquisition Of Kozilek (JP ALT ART) (Foil Etched),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8172,Rare,Japanese,Normal,Near Mint,2,7.99,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8173,Krosan Grip,Rare,English,Foil,Near Mint,3,1.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8174,,Krosan Grip,Rare,English,Normal,Near Mint,12,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8175,0.69,,Krosan Grip (JP ALT ART),Rare,Japanese,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8176,3,3.88,,Krosan Grip (JP ALT ART),Rare,Japanese,Foil,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8177,Near Mint,3,8.88,,Lightning Bolt,Rare,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8178,Normal,Near Mint,1,3.69,,Lightning Bolt,Rare,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8179,English,Foil,Near Mint,1,9.79,,Lightning Bolt (JP ALT ART),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8180,Rare,Japanese,Foil,Near Mint,4,44.99,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8181,Lightning Bolt (JP ALT ART),Rare,Japanese,Normal,Near Mint,6,19.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8182,,Lightning Bolt (JP ALT ART) (Foil Etched),Rare,Japanese,Normal,Near Mint,5,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8183,17.49,,Lightning Helix,Rare,English,Foil,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8184,3,6.49,,Lightning Helix,Rare,English,Normal,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8185,Near Mint,2,1.49,,Lightning Helix (JP ALT ART),Rare,Japanese,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8186,Normal,Near Mint,1,14.99,,Lightning Helix (JP ALT ART) (Foil Etched),Rare,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8187,Japanese,Normal,Near Mint,1,13.99,,Mana Tithe (Foil Etched),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8188,Rare,English,Normal,Near Mint,4,0.88,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8189,Mana Tithe (JP ALT ART),Rare,Japanese,Foil,Near Mint,4,3.49,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8190,,Mana Tithe (JP ALT ART),Rare,Japanese,Normal,Near Mint,3,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8191,1.79,,Memory Lapse,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8192,2,0.49,,Memory Lapse (JP ALT ART),Rare,Japanese,Normal,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8193,Near Mint,3,2.99,,Memory Lapse (JP ALT ART),Rare,Japanese,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8194,Foil,Near Mint,5,8.99,,Memory Lapse (JP ALT ART) (Foil Etched),Rare,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8195,Japanese,Normal,Near Mint,1,3.99,,Mind's Desire,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8196,Mythic,English,Normal,Near Mint,10,1.88,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8197,Mind's Desire (Foil Etched),Mythic,English,Normal,Near Mint,1,1.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8198,,Mind's Desire (JP ALT ART),Mythic,Japanese,Foil,Near Mint,1,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8199,18.99,,Mizzix's Mastery,Mythic,English,Foil,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8200,1,8.99,,Mizzix's Mastery (JP ALT ART),Mythic,Japanese,Foil,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8201,Near Mint,2,18.88,,Mizzix's Mastery (JP ALT ART),Mythic,Japanese,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8202,Normal,Near Mint,4,7.99,,Mizzix's Mastery (JP ALT ART) (Foil Etched),Mythic,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8203,Japanese,Normal,Near Mint,2,7.99,,Natural Order,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8204,Mythic,English,Normal,Near Mint,4,14.99,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8205,Natural Order,Mythic,English,Foil,Near Mint,2,16.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8206,,Natural Order (Foil Etched),Mythic,English,Normal,Near Mint,2,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8207,14.99,,Natural Order (JP ALT ART),Mythic,Japanese,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8208,5,16.99,,Natural Order (JP ALT ART),Mythic,Japanese,Foil,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8209,Near Mint,5,24.99,,Natural Order (JP ALT ART) (Foil Etched),Mythic,Japanese,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8210,Normal,Near Mint,6,14.99,,Negate,Uncommon,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8211,English,Foil,Near Mint,7,0.99,,Negate (Foil Etched),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8212,Uncommon,English,Normal,Near Mint,10,1.79,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8213,Negate (JP ALT ART),Uncommon,Japanese,Foil,Near Mint,3,1.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8214,,Negate (JP ALT ART),Uncommon,Japanese,Normal,Near Mint,2,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8215,0.99,,Opt,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8216,1,0.49,,Opt,Uncommon,English,Foil,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8217,Near Mint,12,0.99,,Opt (Foil Etched),Uncommon,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8218,Normal,Near Mint,13,2.19,,Opt (JP ALT ART),Uncommon,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8219,Japanese,Foil,Near Mint,12,3.49,,Opt (JP ALT ART),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8220,Uncommon,Japanese,Normal,Near Mint,1,1.99,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8221,Primal Command,Mythic,English,Normal,Near Mint,1,1.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8222,,Primal Command (JP ALT ART),Mythic,Japanese,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8223,6.99,,Primal Command (JP ALT ART),Mythic,Japanese,Foil,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8224,6,14.99,,Putrefy,Rare,English,Foil,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8225,Near Mint,1,0.88,,Putrefy,Rare,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8226,Normal,Near Mint,4,0.49,,Putrefy (Foil Etched),Rare,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8227,English,Normal,Near Mint,4,1.49,,Putrefy (JP ALT ART),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8228,Rare,Japanese,Normal,Near Mint,1,1.89,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8229,Putrefy (JP ALT ART),Rare,Japanese,Foil,Near Mint,5,3.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8230,,Putrefy (JP ALT ART) (Foil Etched),Rare,Japanese,Normal,Near Mint,2,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8231,2.49,,Regrowth,Rare,English,Foil,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8232,1,2.99,,Regrowth (JP ALT ART),Rare,Japanese,Normal,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8233,Near Mint,1,2.49,,Regrowth (JP ALT ART) (Foil Etched),Rare,Japanese,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8234,Normal,Near Mint,3,2.49,,Revitalize,Uncommon,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8235,English,Normal,Near Mint,8,0.49,,Revitalize,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8236,Uncommon,English,Foil,Near Mint,1,0.49,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8237,Revitalize (Foil Etched),Uncommon,English,Normal,Near Mint,7,0.49,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8238,,Revitalize (JP ALT ART) (Foil Etched),Uncommon,Japanese,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8239,1.99,,Shock,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8240,11,0.49,,Shock,Uncommon,English,Foil,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8241,Near Mint,13,0.49,,Shock (Foil Etched),Uncommon,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8242,Normal,Near Mint,5,0.99,,Shock (JP ALT ART),Uncommon,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8243,Japanese,Foil,Near Mint,3,1.99,,Shock (JP ALT ART),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8244,Uncommon,Japanese,Normal,Near Mint,1,0.99,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8245,Shock (JP ALT ART) (Foil Etched),Uncommon,Japanese,Normal,Near Mint,3,0.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8246,,Sign in Blood,Rare,English,Normal,Near Mint,2,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8247,1.49,,Sign In Blood (Foil Etched),Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8248,4,1.49,,Sign in Blood (JP ALT ART),Rare,Japanese,Normal,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8249,Near Mint,1,2.49,,Snakeskin Veil,Uncommon,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8250,Foil,Near Mint,9,0.69,,Snakeskin Veil,Uncommon,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8251,English,Normal,Near Mint,9,0.49,,Snakeskin Veil (JP ALT ART),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8252,Uncommon,Japanese,Normal,Near Mint,2,0.99,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8253,Stone Rain,Rare,English,Foil,Near Mint,3,0.49,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8254,,Stone Rain,Rare,English,Normal,Near Mint,8,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8255,0.49,,Stone Rain (Foil Etched),Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8256,4,0.49,,Stone Rain (JP ALT ART),Rare,Japanese,Normal,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8257,Near Mint,4,1.49,,Stone Rain (JP ALT ART),Rare,Japanese,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8258,Foil,Near Mint,1,3.49,,Stone Rain (JP ALT ART) (Foil Etched),Rare,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8259,Japanese,Normal,Near Mint,2,2.49,,Strategic Planning,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8260,Uncommon,English,Foil,Near Mint,15,0.49,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8261,Strategic Planning (JP ALT ART),Uncommon,Japanese,Foil,Near Mint,4,0.49,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8262,,Strategic Planning (JP ALT ART),Uncommon,Japanese,Normal,Near Mint,3,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8263,0.88,,Strategic Planning (JP ALT ART) (Foil Etched),Uncommon,Japanese,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8264,2,0.88,,Swords to Plowshares,Rare,English,Normal,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8265,Near Mint,9,2.99,,Swords To Plowshares (Foil Etched),Rare,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8266,Normal,Near Mint,1,4.99,,Swords to Plowshares (JP ALT ART),Rare,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8267,Japanese,Foil,Near Mint,5,24.99,,Swords to Plowshares (JP ALT ART),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8268,Rare,Japanese,Normal,Near Mint,2,8.99,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8269,Tainted Pact,Mythic,English,Foil,Near Mint,9,14.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8270,,Tainted Pact,Mythic,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8271,8.39,,Tainted Pact (Foil Etched),Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8272,4,8.99,,Tainted Pact (JP ALT ART),Mythic,Japanese,Foil,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8273,Near Mint,2,54.99,,Tainted Pact (JP ALT ART),Mythic,Japanese,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8274,Normal,Near Mint,2,14.99,,Tainted Pact (JP ALT ART) (Foil Etched),Mythic,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8275,Japanese,Normal,Near Mint,4,14.99,,Teferi's Protection,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8276,Mythic,English,Normal,Near Mint,1,44.99,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8277,Teferi's Protection (JP ALT ART),Mythic,Japanese,Normal,Near Mint,4,39.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8278,,Teferi's Protection (JP ALT ART) (Foil Etched),Mythic,Japanese,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8279,39.99,,Tendrils of Agony,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8280,8,0.99,,Tendrils of Agony,Rare,English,Foil,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8281,Near Mint,2,1.99,,Tendrils of Agony (JP ALT ART),Rare,Japanese,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8282,Foil,Near Mint,1,7.99,,Tendrils of Agony (JP ALT ART),Rare,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8283,Japanese,Normal,Near Mint,1,1.99,,Thrill Of Possibility (Foil Etched),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8284,Uncommon,English,Normal,Near Mint,2,0.49,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8285,Thrill of Possibility (JP ALT ART),Uncommon,Japanese,Normal,Near Mint,1,0.88,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8286,,Thrill of Possibility (JP ALT ART),Uncommon,Japanese,Foil,Near Mint,10,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8287,0.49,,Thrill Of Possibility (JP ALT ART) (Foil Etched),Uncommon,Japanese,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8288,8,0.88,,Time Warp,Mythic,English,Normal,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8289,Near Mint,1,14.89,,Time Warp (Foil Etched),Mythic,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8290,Normal,Near Mint,1,18.99,,Time Warp (JP ALT ART),Mythic,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8291,Japanese,Normal,Near Mint,3,59.99,,Time Warp (JP ALT ART) (Foil Etched),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8292,Mythic,Japanese,Normal,Near Mint,6,44.99,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8293,Urza's Rage,Rare,English,Foil,Near Mint,2,0.49,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8294,,Urza's Rage (Foil Etched),Rare,English,Normal,Near Mint,8,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8295,0.49,,Urza's Rage (JP ALT ART),Rare,Japanese,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8296,1,1.49,,Urza's Rage (JP ALT ART) (Foil Etched),Rare,Japanese,Normal,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8297,Near Mint,1,0.99,,Village Rites,Uncommon,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8298,Normal,Near Mint,3,0.69,,Village Rites,Uncommon,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8299,English,Foil,Near Mint,8,0.79,,Village Rites (Foil Etched),http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8300,Uncommon,English,Normal,Near Mint,5,1.59,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8301,Village Rites (JP ALT ART),Uncommon,Japanese,Foil,Near Mint,2,1.99,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8302,,Village Rites (JP ALT ART),Uncommon,Japanese,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8303,0.88,,Village Rites (JP ALT ART) (Foil Etched),Uncommon,Japanese,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8304,4,0.88,,Weather the Storm,Rare,English,Normal,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8305,Near Mint,4,0.49,,Weather The Storm (Foil Etched),Rare,English,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8306,Normal,Near Mint,1,0.49,,Weather the Storm (JP ALT ART),Rare,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8307,Japanese,Normal,Near Mint,1,1.49,,Whirlwind Denial,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8308,Uncommon,English,Foil,Near Mint,6,0.49,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8309,Whirlwind Denial (JP ALT ART),Uncommon,Japanese,Foil,Near Mint,5,0.49,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8310,,Whirlwind Denial (JP ALT ART) (Foil Etched),Uncommon,Japanese,Normal,Near Mint,5,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8311,0.49,,,,,,,http://shop.strikezoneonline.com/Category/Strixhaven_Mystical_Archive.html
8312,"Ajani, Caller of the Pride",Mythic,English,Normal,Near Mint,1,8.49,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8313,,"Ajani, Caller of the Pride",Mythic,English,Foil,Near Mint,2,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8314,9.99,,Archangel of Thune,Mythic,English,Foil,Near Mint,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8315,1,49.99,,Battle Sliver,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8316,Near Mint,6,0.49,,Blur Sliver,Common,English,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8317,Normal,Near Mint,5,0.49,,Brave the Elements,Uncommon,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8318,English,Foil,Near Mint,1,0.69,,"Chandra, Pyromaster",http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8319,Mythic,English,Normal,Near Mint,3,1.49,,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8320,Clone,Rare,English,Normal,Near Mint,1,0.99,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8321,,Dark Prophecy,Rare,English,Normal,Near Mint,2,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8322,1.99,,Darksteel Ingot,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8323,1,0.99,,Darksteel Ingot,Uncommon,English,Foil,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8324,Near Mint,1,2.99,,Devout Invocation,Mythic,English,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8325,Normal,Near Mint,1,1.99,,Domestication,Rare,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8326,English,Normal,Near Mint,1,0.49,,Door of Destinies,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8327,Rare,English,Normal,Near Mint,7,15.99,,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8328,Door of Destinies,Rare,English,Foil,Near Mint,1,24.99,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8329,,Duress,Common,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8330,0.49,,Elvish Mystic,Common,English,Foil,Near Mint,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8331,2,10.99,,Galerider Sliver,Rare,English,Normal,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8332,Near Mint,14,8.99,,Galerider Sliver,Rare,English,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8333,Foil,Near Mint,3,21.99,,"Garruk, Caller of Beasts",Mythic,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8334,English,Normal,Near Mint,7,7.99,,"Jace, Memory Adept",http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8335,Mythic,English,Normal,Near Mint,2,9.99,,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8336,Kalonian Hydra,Mythic,English,Normal,Near Mint,1,19.99,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8337,,Lifebane Zombie,Rare,English,Normal,Near Mint,10,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8338,0.49,,Manaweft Sliver,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8339,11,1.79,,Mutavault,Rare,English,Normal,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8340,Near Mint,1,8.99,,Mutavault,Rare,English,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8341,Foil,Near Mint,3,19.99,,Predatory Sliver,Common,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8342,English,Normal,Near Mint,4,0.99,,Primeval Bounty,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8343,Mythic,English,Normal,Near Mint,3,1.99,,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8344,Scavenging Ooze,Rare,English,Normal,Near Mint,13,0.49,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8345,,Sentinel Sliver,Common,English,Normal,Near Mint,7,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8346,0.99,,Shadowborn Apostle,Common,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8347,14,4.99,,Silence,Rare,English,Normal,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8348,Near Mint,3,5.99,,Steelform Sliver,Uncommon,English,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8349,Normal,Near Mint,6,0.49,,Strionic Resonator,Rare,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8350,English,Normal,Near Mint,21,5.99,,Syphon Sliver,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8351,Rare,English,Normal,Near Mint,3,11.99,,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8352,Syphon Sliver,Rare,English,Foil,Near Mint,4,26.99,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8353,,Thorncaster Sliver,Rare,English,Normal,Near Mint,2,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8354,1.49,,Thorncaster Sliver,Rare,English,Foil,Near Mint,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8355,1,6.49,,Xathrid Necromancer,Rare,English,Foil,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8356,Near Mint,1,1.99,,Young Pyromancer,Uncommon,English,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8357,Normal,Near Mint,6,0.79,,Young Pyromancer,Uncommon,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8358,English,Foil,Near Mint,10,3.99,,,http://shop.strikezoneonline.com/Category/M14_Core_Set.html
8359,Hallowed Haunting,Mythic,English,Foil,Near Mint,1,79.99,http://shop.strikezoneonline.com/Category/Innistrad__Double_Feature.html
8360,,Hullbreaker Horror,Rare,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/Innistrad__Double_Feature.html
8361,9.99,,Sorin the Mirthless,Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Innistrad__Double_Feature.html
8362,1,9.99,,,,,,http://shop.strikezoneonline.com/Category/Innistrad__Double_Feature.html
8363,Chaos Warp,Rare,English,Foil,Near Mint,1,14.99,http://shop.strikezoneonline.com/Category/Commander_s_Arsenal.html
8364,,Decree of Pain,Rare,English,Foil,Near Mint,1,http://shop.strikezoneonline.com/Category/Commander_s_Arsenal.html
8365,7.89,,Desertion,Rare,English,Foil,Near Mint,http://shop.strikezoneonline.com/Category/Commander_s_Arsenal.html
8366,1,6.99,,Dragonlair Spider,Rare,English,Foil,http://shop.strikezoneonline.com/Category/Commander_s_Arsenal.html
8367,Near Mint,1,4.99,,Duplicant,Rare,English,http://shop.strikezoneonline.com/Category/Commander_s_Arsenal.html
