Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified
"1","1","Blazing Hope","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:44.389419"
"1","1","Blessed Light","Dominaria","Near Mint","English","","","2022-02-27 02:35:44.380510"
"1","1","Bond of Discipline","War of the Spark","Near Mint","English","","","2022-02-27 02:35:44.370142"
"1","1","Bright Reprisal","Ixalan","Near Mint","English","","","2022-02-27 02:35:44.359186"
"1","1","Bring to Trial","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:44.350475"
"1","1","Cast Out","Amonkhet","Near Mint","English","","","2022-02-27 02:35:44.340467"
"2","2","Cavalry Drillmaster","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:44.329185"
"1","1","Center Soul","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:35:44.311511"
"1","1","Charge","Dominaria","Near Mint","English","","","2022-02-27 02:35:44.293191"
"2","2","Charmed Stray","War of the Spark","Near Mint","English","","","2022-02-27 02:35:44.283075"
"1","1","Checkpoint Officer","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:44.264811"
"2","2","Cleansing Ray","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:44.252800"
"4","4","Collar the Culprit","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:44.234992"
"2","2","Coordinated Charge","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:44.150718"
"1","1","Countless Gears Renegade","Aether Revolt","Near Mint","English","","","2022-02-27 02:35:44.127015"
"1","1","Dauntless Aven","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:44.114595"
"1","1","Dawn to Dusk","Commander 2015","Near Mint","English","","","2022-02-27 02:35:44.104401"
"1","1","Dawning Angel","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:44.093734"
"1","1","Daybreak Chaplain","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:44.084971"
"1","1","Daysquad Marshal","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:44.075551"
"1","1","Deafening Silence","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:44.064776"
"1","1","Desert's Hold","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:44.029745"
"2","2","Devout Decree","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:44.021554"
"1","1","Disposal Mummy","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:44.004633"
"1","1","Divine Arrow","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:43.996313"
"2","2","Divine Verdict","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:43.985688"
"4","4","Djeru's Renunciation","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:43.961504"
"2","2","Drannith Healer","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:43.907064"
"1","1","Dub","Dominaria","Near Mint","English","","","2022-02-27 02:35:43.885451"
"2","2","Dutiful Servants","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:43.873455"
"1","1","Dutiful Thrull","Gatecrash","Near Mint","English","","","2022-02-27 02:35:43.846590"
"2","2","Dwarven Priest","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:43.835062"
"1","1","Echoes of the Kin Tree","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:35:43.816607"
"1","1","Emissary of Sunrise","Ixalan","Near Mint","English","","","2022-02-27 02:35:43.805913"
"2","2","Skyknight Legionnaire","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:52.786912"
"1","1","Skyrider Patrol","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:52.762393"
"1","1","Sonorous Howlbonder","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:52.750155"
"1","1","Sphinx's Insight","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:52.737982"
"1","1","Start // Finish","Amonkhet","Near Mint","English","","","2022-02-27 02:35:52.726568"
"1","1","Steelclaw Lance","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:52.716299"
"1","1","Struggle // Survive","Zendikar Rising Commander","Near Mint","English","","","2022-02-27 02:35:52.704914"
"1","1","Sumala Woodshaper","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:52.693056"
"1","1","Swathcutter Giant","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:52.669307"
"2","2","Aviation Pioneer","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:52.212709"
"3","3","Befuddle","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:52.195971"
"1","1","Boon of the Wish-Giver","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:52.151758"
"2","2","Boreal Elemental","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:52.138639"
"1","1","Cancel","Zendikar","Near Mint","English","","","2022-02-27 02:35:52.078244"
"1","1","Captivating Gyre","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:52.056948"
"2","2","Capture Sphere","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:52.047216"
"2","2","Capture Sphere","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:52.028844"
"1","1","Cartouche of Knowledge","Amonkhet","Near Mint","English","","","2022-02-27 02:35:52.007154"
"1","1","Censor","Amonkhet","Near Mint","English","","","2022-02-27 02:35:51.996760"
"2","2","Charmed Sleep","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:51.982803"
"3","3","Chillerpillar","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:51.960277"
"2","2","Clear the Mind","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:51.913839"
"1","1","Clinging Anemones","Gatecrash","Near Mint","English","","","2022-02-27 02:35:51.890835"
"2","2","Cloudkin Seer","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:51.867196"
"2","2","Cold-Water Snapper","Dominaria","Near Mint","English","","","2022-02-27 02:35:51.847412"
"3","3","Convolute","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:51.776457"
"3","3","Convolute","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:51.743918"
"1","1","Coral Fighters","Duel Decks: Venser vs. Koth","Near Mint","English","","","2022-02-27 02:35:51.706656"
"4","4","Corridor Monitor","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:51.693937"
"3","3","Countermand","Journey into Nyx","Near Mint","English","","","2022-02-27 02:35:51.647557"
"2","2","Crashing Tide","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:51.592252"
"1","1","Crush Dissent","War of the Spark","Near Mint","English","","","2022-02-27 02:35:51.561463"
"3","3","Crypsis","Born of the Gods","Near Mint","English","","","2022-02-27 02:35:51.552147"
"1","1","Crystalline Nautilus","Journey into Nyx","Near Mint","English","","","2022-02-27 02:35:51.524755"
"1","1","Crystacean","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:51.513372"
"3","3","Cunning Survivor","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:51.500972"
"1","1","Dampening Pulse","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:35:51.468539"
"1","1","Dazzling Lights","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:51.456796"
"1","1","Deadeye Rig-Hauler","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:51.447493"
"2","2","Deep Freeze","Dominaria","Near Mint","English","","","2022-02-27 02:35:51.436323"
"1","1","Depths of Desire","Ixalan","Near Mint","English","","","2022-02-27 02:35:51.419913"
"1","1","Devious Cover-Up","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:51.409950"
"2","2","Didn't Say Please","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:51.399003"
"2","2","Dimir Informant","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:51.381012"
"3","3","Disperse","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:51.362968"
"3","3","Divination","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:51.329657"
"1","1","Dwindle","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:51.278839"
"1","1","Erdwal Illuminator","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:35:51.270127"
"1","1","Erratic Visionary","War of the Spark","Near Mint","English","","","2022-02-27 02:35:51.260460"
"3","3","Essence Scatter","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:51.249952"
"1","1","Essence Scatter","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:51.225087"
"1","1","Everdream","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:51.183625"
"1","1","Faerie Duelist","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:51.173825"
"1","1","Faerie Miscreant","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:51.164075"
"1","1","Faerie Seer","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:51.154318"
"4","4","Faerie Vandal","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:51.144947"
"1","1","Flood of Recollection","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:51.108905"
"2","2","Frilled Sea Serpent","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:51.066303"
"2","2","Frilled Sea Serpent","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:51.050195"
"2","2","Frogify","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:51.032064"
"2","2","Frost Lynx","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:51.014050"
"1","1","Gateway Sneak","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:50.985045"
"3","3","Gearsmith Prodigy","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:50.975969"
"2","2","Ghostform","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:50.950321"
"1","1","Glimmerbell","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:50.930812"
"1","1","Gust of Wind","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:50.894967"
"2","2","Hampering Snare","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:50.884570"
"2","2","Horizon Scholar","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:50.837905"
"1","1","Horribly Awry","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:35:50.819883"
"1","1","Humongulus","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:50.807823"
"3","3","Iceberg Cancrix","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:50.785822"
"1","1","Imaginary Threats","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:50.740698"
"3","3","Into the Story","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:50.731608"
"1","1","Kasmina's Transmutation","War of the Spark","Near Mint","English","","","2022-02-27 02:35:50.704191"
"1","1","Keep Safe","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:50.695523"
"1","1","Keymaster Rogue","Gatecrash","Near Mint","English","","","2022-02-27 02:35:50.685352"
"1","1","Kitesail Corsair","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:50.675218"
"1","1","Leapfrog","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:50.664445"
"1","1","Lore Weaver","Battlebond","Near Mint","English","","","2022-02-27 02:35:50.626769"
"3","3","Mantle of Tides","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:50.616708"
"1","1","Maximize Altitude","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:50.591265"
"1","1","Metallic Rebuke","Aether Revolt","Near Mint","English","","","2022-02-27 02:35:50.570349"
"1","1","Mirror Image","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:50.559458"
"4","4","Mistford River Turtle","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:50.551134"
"3","3","Moat Piranhas","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:50.515804"
"4","4","Moonlit Scavengers","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:50.484743"
"2","2","Muse Drake","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:50.449769"
"1","1","Naga Eternal","War of the Spark","Near Mint","English","","","2022-02-27 02:35:50.432409"
"1","1","Negate","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:50.412473"
"2","2","No Escape","War of the Spark","Near Mint","English","","","2022-02-27 02:35:50.383038"
"2","2","Octoprophet","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:50.364299"
"3","3","Omenspeaker","Theros","Near Mint","English","","","2022-02-27 02:35:50.345150"
"1","1","Ominous Sphinx","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:50.315027"
"5","5","Opt","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:50.305276"
"1","1","Out of Bounds","Battlebond","Near Mint","English","","","2022-02-27 02:35:50.252016"
"2","2","Overwhelmed Apprentice","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:50.242166"
"1","1","Passwall Adept","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:50.224989"
"1","1","Perilous Voyage","Ixalan","Near Mint","English","","","2022-02-27 02:35:50.215584"
"1","1","Phase Dolphin","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:50.206370"
"1","1","Phyrexian Ingester","Eternal Masters","Near Mint","English","","","2022-02-27 02:35:50.196534"
"2","2","Pirate's Prize","Ixalan","Near Mint","English","","","2022-02-27 02:35:50.184318"
"1","1","Pollywog Symbiote","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:50.166773"
"1","1","Portal of Sanctuary","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:50.156283"
"1","1","Psychic Corrosion","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:50.129698"
"3","3","Proven Combatant","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:50.119468"
"1","1","Enforcer Griffin","War of the Spark","Near Mint","English","","","2022-02-27 02:35:43.793326"
"1","1","Ephara's Radiance","Born of the Gods","Near Mint","English","","","2022-02-27 02:35:43.782137"
"1","1","Eternal Isolation","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:43.773108"
"2","2","Excavation Elephant","Dominaria","Near Mint","English","","","2022-02-27 02:35:43.764491"
"1","1","Expose to Daylight","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:43.745147"
"1","1","Exultant Skymarcher","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:43.735820"
"1","1","Fencing Ace","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:43.683133"
"2","2","Mighty Leap","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:42.629415"
"3","3","Moment of Heroism","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:42.604374"
"2","2","Moorland Inquisitor","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:42.577138"
"1","1","Mummy Paramount","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:42.558347"
"1","1","Nyxborn Shieldmate","Born of the Gods","Near Mint","English","","","2022-02-27 02:35:42.548315"
"1","1","Oketra's Avenger","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:42.539175"
"1","1","Oreskos Explorer","Battlebond","Near Mint","English","","","2022-02-27 02:35:42.492974"
"3","3","Oreskos Swiftclaw","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:42.482982"
"5","5","Outflank","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:42.453984"
"1","1","Pacifism","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:42.413805"
"3","3","Pacifism","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:42.404526"
"2","2","Paladin of the Bloodstained","Ixalan","Near Mint","English","","","2022-02-27 02:35:42.364448"
"1","1","Patagia Tiger","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:42.346155"
"2","2","Pegasus Courser","Dominaria","Near Mint","English","","","2022-02-27 02:35:42.337020"
"2","2","Pegasus Courser","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:42.321051"
"1","1","Perimeter Sergeant","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:42.304064"
"3","3","Pious Interdiction","Ixalan","Near Mint","English","","","2022-02-27 02:35:42.294254"
"2","2","Pouncing Lynx","War of the Spark","Near Mint","English","","","2022-02-27 02:35:42.267179"
"2","2","Prized Griffin","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:42.248891"
"2","2","Prowling Caracal","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:42.222645"
"1","1","Rally for the Throne","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:42.206339"
"1","1","Rallying Roar","Ixalan","Near Mint","English","","","2022-02-27 02:35:42.197037"
"1","1","Raise the Alarm","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:42.187865"
"1","1","Raptor Companion","Ixalan","Near Mint","English","","","2022-02-27 02:35:42.170894"
"1","1","Raptor Companion","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:42.161914"
"1","1","Renewed Faith","Amonkhet","Near Mint","English","","","2022-02-27 02:35:42.151550"
"2","2","Revitalize","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:42.134000"
"1","1","Rhox Veteran","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:42.092519"
"1","1","Righteous Blow","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:42.080184"
"2","2","Righteousness","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:42.066416"
"1","1","Rising Populace","War of the Spark","Near Mint","English","","","2022-02-27 02:35:42.045661"
"3","3","Rustwing Falcon","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:42.035846"
"1","1","Sacred Cat","Amonkhet","Near Mint","English","","","2022-02-27 02:35:42.008730"
"1","1","Sandstorm Charger","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:35:41.998496"
"2","2","Sanguine Glorifier","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:41.988133"
"1","1","Sanctum Spirit","Dominaria","Near Mint","English","","","2022-02-27 02:35:41.968776"
"1","1","Savai Sabertooth","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:41.955517"
"1","1","Saving Grace","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:41.947240"
"3","3","Segovian Angel","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:41.935767"
"2","2","Sergeant-at-Arms","Dominaria","Near Mint","English","","","2022-02-27 02:35:41.906074"
"1","1","Serra Angel","Magic 2012","Near Mint","English","","","2022-02-27 02:35:41.887004"
"1","1","Settle Beyond Reality","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:41.864058"
"1","1","Shining Aerosaur","Ixalan","Near Mint","English","","","2022-02-27 02:35:41.846489"
"4","4","Shining Armor","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:41.835303"
"4","4","Silverflame Ritual","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:41.731798"
"1","1","Sky Tether","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:41.677457"
"1","1","Solid Footing","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:41.667466"
"1","1","Solitary Camel","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:41.657983"
"1","1","Soul Summons","Fate Reforged","Near Mint","English","","","2022-02-27 02:35:41.648002"
"1","1","Soul-Strike Technique","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:41.636855"
"1","1","Soulcatcher","Eternal Masters","Near Mint","English","","","2022-02-27 02:35:41.626338"
"1","1","Splendor Mare","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:41.596070"
"2","2","Squad Captain","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:41.583228"
"1","1","Stalwart Shield-Bearers","Rise of the Eldrazi","Near Mint","English","","","2022-02-27 02:35:41.564451"
"2","2","Star-Crowned Stag","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:41.554333"
"2","2","Steadfast Sentinel","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:41.535730"
"2","2","Steadfast Sentry","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:41.515646"
"1","1","Steward of Solidarity","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:41.497480"
"1","1","Stirring Address","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:41.487175"
"2","2","Summary Judgment","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:41.464551"
"1","1","Sun Sentinel","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:41.446272"
"1","1","Surge of Righteousness","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:35:41.425356"
"1","1","Swallow Whole","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:41.404751"
"1","1","Sworn Companions","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:41.396820"
"1","1","Syndic of Tithes","Gatecrash","Near Mint","English","","","2022-02-27 02:35:41.387489"
"2","2","Syr Alin, the Lion's Claw","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:41.377124"
"1","1","Taj-Nar Swordsmith","Modern Masters 2015 Edition","Near Mint","English","","","2022-02-27 02:35:41.329314"
"4","4","Take Heart","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:41.317800"
"1","1","Take Vengeance","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:41.282869"
"1","1","Teyo, the Shieldmage","War of the Spark","Near Mint","English","","","2022-02-27 02:35:41.272488"
"2","2","Teyo's Lightshield","War of the Spark","Near Mint","English","","","2022-02-27 02:35:41.261874"
"1","1","Time to Reflect","Amonkhet","Near Mint","English","","","2022-02-27 02:35:41.207598"
"1","1","Timely Hordemate","Khans of Tarkir","Near Mint","English","","","2022-02-27 02:35:41.198577"
"3","3","Topple the Statue","War of the Spark","Near Mint","English","","","2022-02-27 02:35:41.188115"
"1","1","Topplegeist","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:35:41.160637"
"4","4","Trapped in the Tower","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:41.150633"
"1","1","Traveling Philosopher","Theros","Near Mint","English","","","2022-02-27 02:35:41.118186"
"5","5","True Love's Kiss","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:41.106964"
"5","5","Trusted Pegasus","War of the Spark","Near Mint","English","","","2022-02-27 02:35:41.065715"
"1","1","Trustworthy Scout","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:41.023435"
"2","2","Trusty Packbeast","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:41.014946"
"1","1","Twilight Panther","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:40.996455"
"2","2","Venerable Knight","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:40.969373"
"1","1","Vizier of Deferment","Amonkhet","Near Mint","English","","","2022-02-27 02:35:40.949064"
"2","2","Vizier of Remedies","Amonkhet","Near Mint","English","","","2022-02-27 02:35:40.939144"
"1","1","Vizier of the True","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:40.920755"
"1","1","Wake the Reflections","Dragon's Maze","Near Mint","English","","","2022-02-27 02:35:40.909245"
"2","2","War Screecher","War of the Spark","Near Mint","English","","","2022-02-27 02:35:40.896577"
"1","1","Watchful Giant","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:40.876716"
"1","1","Yoked Ox","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:40.853096"
"5","5","Youthful Knight","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:40.840579"
"1","1","Zhalfirin Decoy","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:40.790899"
"1","1","Abzan Beastmaster","Fate Reforged","Near Mint","English","","","2022-02-27 02:35:40.780128"
"2","2","Adventurous Impulse","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:40.760264"
"1","1","Affectionate Indrik","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:40.723254"
"1","1","Aggressive Urge","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:40.713570"
"1","1","Alpha Tyrranax","Scars of Mirrodin","Near Mint","English","","","2022-02-27 02:35:40.703229"
"1","1","Ancient Animus","Dominaria","Near Mint","English","","","2022-02-27 02:35:40.681200"
"1","1","Arlinn's Wolf","War of the Spark","Near Mint","English","","","2022-02-27 02:35:40.671046"
"1","1","Atzocan Archer","Ixalan","Near Mint","English","","","2022-02-27 02:35:40.661763"
"1","1","Axebane Beast","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:40.652281"
"3","3","Thunderous Snapper","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:52.658836"
"1","1","Tomebound Lich","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:52.628515"
"1","1","Truefire Captain","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:52.618709"
"1","1","Unraveling Mummy","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:52.608188"
"1","1","Vraska, Swarm's Eminence","War of the Spark","Near Mint","English","","","2022-02-27 02:35:52.597909"
"2","2","Vernadi Shieldmate","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:52.587340"
"1","1","Vizkopa Vampire","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:52.568888"
"2","2","Wandermare","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:52.559088"
"1","1","War Flare","Fate Reforged","Near Mint","English","","","2022-02-27 02:35:52.541529"
"4","4","Whisper Agent","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:52.531661"
"2","2","Wintermoor Commander","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:52.522992"
"1","1","Woodlot Crawler","Dragon's Maze","Near Mint","English","","","2022-02-27 02:35:52.496806"
"2","2","Academy Journeymage","Dominaria","Near Mint","English","","","2022-02-27 02:35:52.478228"
"1","1","Aegis Turtle","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:52.461286"
"1","1","Aether Gust","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:52.434016"
"2","2","Air Elemental","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:52.416291"
"1","1","Angler Drake","Amonkhet","Near Mint","English","","","2022-02-27 02:35:52.383123"
"1","1","Anticipate","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:52.369893"
"2","2","Corpse Churn","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:47.821186"
"2","2","Cruel Finality","Aether Revolt","Near Mint","English","","","2022-02-27 02:35:47.800168"
"2","2","Dark Inquiry","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:47.764312"
"1","1","Davriel's Shadowfugue","War of the Spark","Near Mint","English","","","2022-02-27 02:35:47.747988"
"1","1","Dead Drop","Khans of Tarkir","Near Mint","English","","","2022-02-27 02:35:47.738455"
"1","1","Dead Revels","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:47.729547"
"1","1","Dead Weight","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:47.721112"
"3","3","Dead Weight","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:47.712992"
"2","2","Deadeye Tormentor","Ixalan","Near Mint","English","","","2022-02-27 02:35:47.687517"
"1","1","Deathless Ancient","Ixalan","Near Mint","English","","","2022-02-27 02:35:47.670802"
"1","1","Demonic Vigor","Dominaria","Near Mint","English","","","2022-02-27 02:35:47.661651"
"1","1","Desperate Castaways","Ixalan","Near Mint","English","","","2022-02-27 02:35:47.651954"
