"","Name","Edition","Condition","Language","Foil","Count"
"3622","Vial of Dragonfire","Core Set 2020","Near Mint","English","",1
"3623","Pardic Wanderer","Dominaria","Near Mint","English","",1
"3624","Prismite","Core Set 2020","Near Mint","English","",1
"3625","Prophet of the Peak","Throne of Eldraine","Near Mint","English","",1
"3626","Bladebrand","Core Set 2020","Near Mint","English","",1
"3627","Bladebrand","Ravnica Allegiance","Near Mint","English","",1
"3628","Blessing of Belzenlok","Dominaria","Near Mint","English","",1
"3629","Blight Keeper","Ixalan","Near Mint","English","",1
"3630","Blightbeetle","Core Set 2020","Near Mint","English","",1
"3631","Returned Centaur","Theros","Near Mint","English","",1
"3632","Revenge of Ravens","Throne of Eldraine","Near Mint","English","",1
"3633","Sanitarium Skeleton","Core Set 2020","Near Mint","English","",1
"3634","Scrounger of Souls","Hour of Devastation","Near Mint","English","",1
"3635","Severed Strands","Guilds of Ravnica","Near Mint","English","",1
"3636","Shriekdiver","War of the Spark","Near Mint","English","",1
"3637","Silumgar Scavenger","Modern Horizons","Near Mint","English","",1
"3638","Skymarch Bloodletter","Ixalan","Near Mint","English","",1
"3639","Skymarch Bloodletter","Core Set 2019","Near Mint","English","",1
"3640","Slum Reaper","Battlebond","Near Mint","English","",1
"3641","Sorcerer of the Fang","Core Set 2020","Near Mint","English","",1
"3642","Soul Salvage","Dominaria","Near Mint","English","",1
"3643","Soulblade Corrupter","Battlebond","Near Mint","English","",1
"3644","Spark Reaper","War of the Spark","Near Mint","English","",1
"3645","Specter's Shriek","Throne of Eldraine","Near Mint","English","",1
"3646","Spinal Centipede","Guilds of Ravnica","Near Mint","English","",1
"3647","Spreading Rot","Ixalan","Near Mint","English","",1
"3648","Strangling Spores","Core Set 2019","Near Mint","English","",1
"3649","Stronghold Confessor","Dominaria","Near Mint","English","",1
"3650","Suffocating Fumes","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3651","Syr Konrad, the Grim","Throne of Eldraine","Near Mint","English","",1
"3652","Tasigur's Cruelty","Fate Reforged","Near Mint","English","",1
"3653","Tempting Witch","Throne of Eldraine","Near Mint","English","",1
"3654","Thirsting Shade","Ravnica Allegiance","Near Mint","English","",1
"3655","Tithebearer Giant","War of the Spark","Near Mint","English","",1
"3656","Toll of the Invasion","War of the Spark","Near Mint","English","",1
"3657","Trial of Ambition","Amonkhet","Near Mint","English","",1
"3658","Two-Headed Zombie","Core Set 2019","Near Mint","English","",1
"3659","Unexpected Fangs","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3660","Unholy Indenture","Core Set 2020","Near Mint","English","",1
"3661","Unlikely Aid","War of the Spark","Near Mint","English","",1
"3662","Unlikely Aid","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3663","Vampire of the Dire Moon","Core Set 2020","Near Mint","English","",1
"3664","Vampire Opportunist","War of the Spark","Near Mint","English","",1
"3665","Vampire Revenant","Rivals of Ixalan","Near Mint","English","",1
"3666","Vampire Sovereign","Core Set 2019","Near Mint","English","",1
"3667","Veiled Shade","Guilds of Ravnica","Near Mint","English","",1
"3668","Vengeful Vampire","Dark Ascension","Near Mint","English","",2
"3669","Vengeful Warchief","Core Set 2020","Near Mint","English","",1
"3670","Venomous Changeling","Modern Horizons","Near Mint","English","",1
"3671","Vicious Offering","Dominaria","Near Mint","English","",1
"3672","Void Beckoner","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3673","Vraska's Finisher","War of the Spark","Near Mint","English","",1
"3674","Walking Corpse","Core Set 2019","Near Mint","English","",1
"3675","Wander in Death","Amonkhet","Near Mint","English","",1
"3676","Whisper Squad","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3677","Whispering Snitch","Guilds of Ravnica","Near Mint","English","",1
"3678","Wicked Guardian","Throne of Eldraine","Near Mint","English","",1
"3679","Windgrace Acolyte","Dominaria","Near Mint","English","",1
"3680","Wretched Camel","Hour of Devastation","Near Mint","English","",1
"3681","Yarok's Fenlurker","Core Set 2020","Near Mint","English","",1
"3682","Act of Heroism","Hour of Devastation","Near Mint","English","",1
"3683","Aerial Assault","Core Set 2020","Near Mint","English","",1
"3684","Aethershield Artificer","Core Set 2019","Near Mint","English","",1
"3685","Alley Evasion","Aether Revolt","Near Mint","English","",1
"3686","Angel of Vitality","Core Set 2020","Near Mint","English","",1
"3687","Angelic Gift","Core Set 2020","Near Mint","English","",1
"3688","Archon of Absolution","Throne of Eldraine","Near Mint","English","",1
"3689","Ardenvale Paladin","Throne of Eldraine","Near Mint","English","",1
"3690","Arrester's Zeal","Ravnica Allegiance","Near Mint","English","",1
"3691","Avacynian Missionaries","Shadows over Innistrad","Near Mint","English","",1
"3692","Aven of Enduring Hope","Hour of Devastation","Near Mint","English","",1
"3693","Aven Sentry","Dominaria","Near Mint","English","",1
"3694","Bartered Cow","Throne of Eldraine","Near Mint","English","",1
"3695","Bastion Enforcer","Aether Revolt","Near Mint","English","",1
"3696","Battalion Foot Soldier","Core Set 2020","Near Mint","English","",1
"3697","Battlefield Promotion","War of the Spark","Near Mint","English","",1
"3698","Battlewise Valor","Theros","Near Mint","English","",1
"3699","Beloved Princess","Throne of Eldraine","Near Mint","English","",1
"3700","Bishop's Soldier","Ixalan","Near Mint","English","",1
"3701","Blade Banish","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3702","Blade Instructor","Guilds of Ravnica","Near Mint","English","",1
"3703","Blazing Hope","Rivals of Ixalan","Near Mint","English","",1
"3704","Blessed Light","Dominaria","Near Mint","English","",1
"3705","Bond of Discipline","War of the Spark","Near Mint","English","",1
"3706","Bright Reprisal","Ixalan","Near Mint","English","",1
"3707","Bring to Trial","Ravnica Allegiance","Near Mint","English","",1
"3708","Cast Out","Amonkhet","Near Mint","English","",1
"3709","Cavalry Drillmaster","Core Set 2019","Near Mint","English","",1
"3710","Center Soul","Dragons of Tarkir","Near Mint","English","",1
"3711","Charge","Dominaria","Near Mint","English","",1
"3712","Charmed Stray","War of the Spark","Near Mint","English","",1
"3713","Checkpoint Officer","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3714","Cleansing Ray","Rivals of Ixalan","Near Mint","English","",1
"3715","Collar the Culprit","Guilds of Ravnica","Near Mint","English","",1
"3716","Coordinated Charge","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3717","Countless Gears Renegade","Aether Revolt","Near Mint","English","",1
"3718","Dauntless Aven","Hour of Devastation","Near Mint","English","",1
"3719","Dawn to Dusk","Commander 2015","Near Mint","English","",1
"3720","Dawning Angel","Core Set 2020","Near Mint","English","",1
"3721","Daybreak Chaplain","Core Set 2019","Near Mint","English","",1
"3722","Daysquad Marshal","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3723","Deafening Silence","Throne of Eldraine","Near Mint","English","",1
"3724","Desert's Hold","Hour of Devastation","Near Mint","English","",1
"3725","Devout Decree","Core Set 2020","Near Mint","English","",1
"3726","Disposal Mummy","Hour of Devastation","Near Mint","English","",1
"3727","Divine Arrow","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3728","Divine Verdict","Rivals of Ixalan","Near Mint","English","",1
"3729","Djeru's Renunciation","Hour of Devastation","Near Mint","English","",1
"3730","Drannith Healer","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3731","Dub","Dominaria","Near Mint","English","",1
"3732","Dutiful Servants","Hour of Devastation","Near Mint","English","",1
"3733","Dutiful Thrull","Gatecrash","Near Mint","English","",1
"3734","Dwarven Priest","Core Set 2019","Near Mint","English","",1
"3735","Echoes of the Kin Tree","Dragons of Tarkir","Near Mint","English","",1
"3736","Emissary of Sunrise","Ixalan","Near Mint","English","",1
"3737","Skyknight Legionnaire","Guilds of Ravnica","Near Mint","English","",1
"3738","Skyrider Patrol","Core Set 2019","Near Mint","English","",1
"3739","Sonorous Howlbonder","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3740","Sphinx's Insight","Ravnica Allegiance","Near Mint","English","",1
"3741","Start // Finish","Amonkhet","Near Mint","English","",2
"3742","Steelclaw Lance","Throne of Eldraine","Near Mint","English","",1
"3743","Struggle // Survive","Zendikar Rising Commander","Near Mint","English","",1
"3744","Sumala Woodshaper","Guilds of Ravnica","Near Mint","English","",1
"3745","Swathcutter Giant","Guilds of Ravnica","Near Mint","English","",1
"3746","Aviation Pioneer","Core Set 2019","Near Mint","English","",1
"3747","Befuddle","Core Set 2020","Near Mint","English","",1
"3748","Boon of the Wish-Giver","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3749","Boreal Elemental","Core Set 2020","Near Mint","English","",1
"3750","Cancel","Zendikar","Near Mint","English","",2
"3751","Captivating Gyre","Core Set 2020","Near Mint","English","",1
"3752","Capture Sphere","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3753","Capture Sphere","Guilds of Ravnica","Near Mint","English","",1
"3754","Cartouche of Knowledge","Amonkhet","Near Mint","English","",1
"3755","Censor","Amonkhet","Near Mint","English","",1
"3756","Charmed Sleep","Throne of Eldraine","Near Mint","English","",1
"3757","Chillerpillar","Modern Horizons","Near Mint","English","",1
"3758","Clear the Mind","Ravnica Allegiance","Near Mint","English","",1
"3759","Clinging Anemones","Gatecrash","Near Mint","English","",2
"3760","Cloudkin Seer","Core Set 2020","Near Mint","English","",1
"3761","Cold-Water Snapper","Dominaria","Near Mint","English","",1
"3762","Convolute","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3763","Convolute","Core Set 2020","Near Mint","English","",1
"3764","Coral Fighters","Duel Decks: Venser vs. Koth","Near Mint","English","",1
"3765","Corridor Monitor","Throne of Eldraine","Near Mint","English","",1
"3766","Countermand","Journey into Nyx","Near Mint","English","",1
"3767","Crashing Tide","Rivals of Ixalan","Near Mint","English","",1
"3768","Crush Dissent","War of the Spark","Near Mint","English","",1
"3769","Crypsis","Born of the Gods","Near Mint","English","",2
"3770","Crystalline Nautilus","Journey into Nyx","Near Mint","English","",1
"3771","Crystacean","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3772","Cunning Survivor","Hour of Devastation","Near Mint","English","",1
"3773","Dampening Pulse","Battle for Zendikar","Near Mint","English","",1
"3774","Dazzling Lights","Guilds of Ravnica","Near Mint","English","",1
"3775","Deadeye Rig-Hauler","Rivals of Ixalan","Near Mint","English","",1
"3776","Deep Freeze","Dominaria","Near Mint","English","",1
"3777","Depths of Desire","Ixalan","Near Mint","English","",1
"3778","Devious Cover-Up","Guilds of Ravnica","Near Mint","English","",1
"3779","Didn't Say Please","Throne of Eldraine","Near Mint","English","",1
"3780","Dimir Informant","Guilds of Ravnica","Near Mint","English","",1
"3781","Disperse","Core Set 2019","Near Mint","English","",1
"3782","Divination","Core Set 2019","Near Mint","English","",1
"3783","Dwindle","Core Set 2019","Near Mint","English","",1
"3784","Erdwal Illuminator","Shadows over Innistrad","Near Mint","English","",1
"3785","Erratic Visionary","War of the Spark","Near Mint","English","",1
"3786","Essence Scatter","Core Set 2019","Near Mint","English","",1
"3787","Essence Scatter","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3788","Everdream","Modern Horizons","Near Mint","English","",1
"3789","Faerie Duelist","Ravnica Allegiance","Near Mint","English","",1
"3790","Faerie Miscreant","Core Set 2020","Near Mint","English","",1
"3791","Faerie Seer","Modern Horizons","Near Mint","English","",1
"3792","Faerie Vandal","Throne of Eldraine","Near Mint","English","",1
"3793","Flood of Recollection","Rivals of Ixalan","Near Mint","English","",1
"3794","Frilled Sea Serpent","Core Set 2019","Near Mint","English","",1
"3795","Frilled Sea Serpent","Core Set 2020","Near Mint","English","",1
"3796","Frogify","Throne of Eldraine","Near Mint","English","",1
"3797","Frost Lynx","Core Set 2020","Near Mint","English","",1
"3798","Gateway Sneak","Ravnica Allegiance","Near Mint","English","",1
"3799","Gearsmith Prodigy","Core Set 2019","Near Mint","English","",1
"3800","Ghostform","Core Set 2019","Near Mint","English","",1
"3801","Glimmerbell","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3802","Gust of Wind","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3803","Hampering Snare","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3804","Horizon Scholar","Core Set 2019","Near Mint","English","",1
"3805","Horribly Awry","Battle for Zendikar","Near Mint","English","",1
"3806","Humongulus","Ravnica Allegiance","Near Mint","English","",1
"3807","Iceberg Cancrix","Modern Horizons","Near Mint","English","",1
"3808","Imaginary Threats","Hour of Devastation","Near Mint","English","",1
"3809","Into the Story","Throne of Eldraine","Near Mint","English","",1
"3810","Kasmina's Transmutation","War of the Spark","Near Mint","English","",1
"3811","Keep Safe","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3812","Keymaster Rogue","Gatecrash","Near Mint","English","",1
"3813","Kitesail Corsair","Rivals of Ixalan","Near Mint","English","",1
"3814","Leapfrog","Guilds of Ravnica","Near Mint","English","",1
"3815","Lore Weaver","Battlebond","Near Mint","English","",1
"3816","Mantle of Tides","Throne of Eldraine","Near Mint","English","",1
"3817","Maximize Altitude","Guilds of Ravnica","Near Mint","English","",1
"3818","Metallic Rebuke","Aether Revolt","Near Mint","English","",1
"3819","Mirror Image","Core Set 2019","Near Mint","English","",1
"3820","Mistford River Turtle","Throne of Eldraine","Near Mint","English","",1
"3821","Moat Piranhas","Core Set 2020","Near Mint","English","",1
"3822","Moonlit Scavengers","Throne of Eldraine","Near Mint","English","",1
"3823","Muse Drake","Guilds of Ravnica","Near Mint","English","",1
"3824","Naga Eternal","War of the Spark","Near Mint","English","",1
"3825","Negate","Core Set 2020","Near Mint","English","",1
"3826","No Escape","War of the Spark","Near Mint","English","",1
"3827","Octoprophet","Core Set 2020","Near Mint","English","",1
"3828","Omenspeaker","Theros","Near Mint","English","",1
"3829","Ominous Sphinx","Hour of Devastation","Near Mint","English","",1
"3830","Opt","Throne of Eldraine","Near Mint","English","",1
"3831","Out of Bounds","Battlebond","Near Mint","English","",1
"3832","Overwhelmed Apprentice","Throne of Eldraine","Near Mint","English","",1
"3833","Passwall Adept","Guilds of Ravnica","Near Mint","English","",1
"3834","Perilous Voyage","Ixalan","Near Mint","English","",2
"3835","Phase Dolphin","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3836","Phyrexian Ingester","Eternal Masters","Near Mint","English","",1
"3837","Pirate's Prize","Ixalan","Near Mint","English","",1
"3838","Pollywog Symbiote","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3839","Portal of Sanctuary","Core Set 2020","Near Mint","English","",1
"3840","Psychic Corrosion","Core Set 2019","Near Mint","English","",1
"3841","Proven Combatant","Hour of Devastation","Near Mint","English","",1
"3842","Enforcer Griffin","War of the Spark","Near Mint","English","",1
"3843","Ephara's Radiance","Born of the Gods","Near Mint","English","",1
"3844","Eternal Isolation","Core Set 2020","Near Mint","English","",1
"3845","Excavation Elephant","Dominaria","Near Mint","English","",1
"3846","Expose to Daylight","Ravnica Allegiance","Near Mint","English","",1
"3847","Exultant Skymarcher","Rivals of Ixalan","Near Mint","English","",1
"3848","Fencing Ace","Core Set 2020","Near Mint","English","",1
"3849","Mighty Leap","Core Set 2019","Near Mint","English","",1
"3850","Moment of Heroism","Core Set 2020","Near Mint","English","",1
"3851","Moorland Inquisitor","Core Set 2020","Near Mint","English","",1
"3852","Mummy Paramount","Hour of Devastation","Near Mint","English","",1
"3853","Nyxborn Shieldmate","Born of the Gods","Near Mint","English","",2
"3854","Oketra's Avenger","Hour of Devastation","Near Mint","English","",1
"3855","Oreskos Explorer","Battlebond","Near Mint","English","",1
"3856","Oreskos Swiftclaw","Core Set 2019","Near Mint","English","",1
"3857","Outflank","Throne of Eldraine","Near Mint","English","",1
"3858","Pacifism","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3859","Pacifism","Core Set 2020","Near Mint","English","",1
"3860","Paladin of the Bloodstained","Ixalan","Near Mint","English","",1
"3861","Patagia Tiger","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3862","Pegasus Courser","Dominaria","Near Mint","English","",1
"3863","Pegasus Courser","Core Set 2019","Near Mint","English","",1
"3864","Perimeter Sergeant","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3865","Pious Interdiction","Ixalan","Near Mint","English","",1
"3866","Pouncing Lynx","War of the Spark","Near Mint","English","",1
"3867","Prized Griffin","Throne of Eldraine","Near Mint","English","",1
"3868","Prowling Caracal","Ravnica Allegiance","Near Mint","English","",1
"3869","Rally for the Throne","Throne of Eldraine","Near Mint","English","",1
"3870","Rallying Roar","Ixalan","Near Mint","English","",1
"3871","Raise the Alarm","Core Set 2020","Near Mint","English","",1
"3872","Raptor Companion","Ixalan","Near Mint","English","",1
"3873","Raptor Companion","Rivals of Ixalan","Near Mint","English","",1
"3874","Renewed Faith","Amonkhet","Near Mint","English","",1
"3875","Revitalize","Core Set 2019","Near Mint","English","",1
"3876","Rhox Veteran","Modern Horizons","Near Mint","English","",1
"3877","Righteous Blow","Guilds of Ravnica","Near Mint","English","",1
"3878","Righteousness","Throne of Eldraine","Near Mint","English","",1
"3879","Rising Populace","War of the Spark","Near Mint","English","",1
"3880","Rustwing Falcon","Core Set 2019","Near Mint","English","",1
"3881","Sacred Cat","Amonkhet","Near Mint","English","",1
"3882","Sandstorm Charger","Dragons of Tarkir","Near Mint","English","",2
"3883","Sanguine Glorifier","Rivals of Ixalan","Near Mint","English","",1
"3884","Sanctum Spirit","Dominaria","Near Mint","English","",1
"3885","Savai Sabertooth","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3886","Saving Grace","Hour of Devastation","Near Mint","English","",1
"3887","Segovian Angel","Modern Horizons","Near Mint","English","",1
"3888","Sergeant-at-Arms","Dominaria","Near Mint","English","",1
"3889","Serra Angel","Magic 2012","Near Mint","English","",1
"3890","Settle Beyond Reality","Modern Horizons","Near Mint","English","",1
"3891","Shining Aerosaur","Ixalan","Near Mint","English","",1
"3892","Shining Armor","Throne of Eldraine","Near Mint","English","",1
"3893","Silverflame Ritual","Throne of Eldraine","Near Mint","English","",1
"3894","Sky Tether","Ravnica Allegiance","Near Mint","English","",1
"3895","Solid Footing","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3896","Solitary Camel","Hour of Devastation","Near Mint","English","",1
"3897","Soul Summons","Fate Reforged","Near Mint","English","",1
"3898","Soul-Strike Technique","Modern Horizons","Near Mint","English","",1
"3899","Soulcatcher","Eternal Masters","Near Mint","English","",1
"3900","Splendor Mare","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3901","Squad Captain","Core Set 2020","Near Mint","English","",1
"3902","Stalwart Shield-Bearers","Rise of the Eldrazi","Near Mint","English","",1
"3903","Star-Crowned Stag","Core Set 2019","Near Mint","English","",1
"3904","Steadfast Sentinel","Hour of Devastation","Near Mint","English","",1
"3905","Steadfast Sentry","Core Set 2020","Near Mint","English","",1
"3906","Steward of Solidarity","Hour of Devastation","Near Mint","English","",1
"3907","Stirring Address","Modern Horizons","Near Mint","English","",1
"3908","Summary Judgment","Ravnica Allegiance","Near Mint","English","",1
"3909","Sun Sentinel","Rivals of Ixalan","Near Mint","English","",1
"3910","Surge of Righteousness","Dragons of Tarkir","Near Mint","English","",1
"3911","Swallow Whole","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3912","Sworn Companions","Guilds of Ravnica","Near Mint","English","",1
"3913","Syndic of Tithes","Gatecrash","Near Mint","English","",1
"3914","Syr Alin, the Lion's Claw","Throne of Eldraine","Near Mint","English","",1
"3915","Taj-Nar Swordsmith","Modern Masters 2015 Edition","Near Mint","English","",1
"3916","Take Heart","Guilds of Ravnica","Near Mint","English","",1
"3917","Take Vengeance","Core Set 2019","Near Mint","English","",1
"3918","Teyo, the Shieldmage","War of the Spark","Near Mint","English","",1
"3919","Teyo's Lightshield","War of the Spark","Near Mint","English","",1
"3920","Time to Reflect","Amonkhet","Near Mint","English","",1
"3921","Timely Hordemate","Khans of Tarkir","Near Mint","English","",1
"3922","Topple the Statue","War of the Spark","Near Mint","English","",1
"3923","Topplegeist","Shadows over Innistrad","Near Mint","English","",2
"3924","Trapped in the Tower","Throne of Eldraine","Near Mint","English","",1
"3925","Traveling Philosopher","Theros","Near Mint","English","",1
"3926","True Love's Kiss","Throne of Eldraine","Near Mint","English","",1
"3927","Trusted Pegasus","War of the Spark","Near Mint","English","",1
"3928","Trustworthy Scout","Modern Horizons","Near Mint","English","",1
"3929","Trusty Packbeast","Core Set 2019","Near Mint","English","",1
"3930","Twilight Panther","Ravnica Allegiance","Near Mint","English","",1
"3931","Venerable Knight","Throne of Eldraine","Near Mint","English","",1
"3932","Vizier of Deferment","Amonkhet","Near Mint","English","",1
"3933","Vizier of Remedies","Amonkhet","Near Mint","English","",2
"3934","Vizier of the True","Hour of Devastation","Near Mint","English","",1
"3935","Wake the Reflections","Dragon's Maze","Near Mint","English","",1
"3936","War Screecher","War of the Spark","Near Mint","English","",1
"3937","Watchful Giant","Ravnica Allegiance","Near Mint","English","",1
"3938","Yoked Ox","Core Set 2020","Near Mint","English","",1
"3939","Youthful Knight","Throne of Eldraine","Near Mint","English","",1
"3940","Zhalfirin Decoy","Modern Horizons","Near Mint","English","",1
"3941","Abzan Beastmaster","Fate Reforged","Near Mint","English","",1
"3942","Adventurous Impulse","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3943","Affectionate Indrik","Guilds of Ravnica","Near Mint","English","",1
"3944","Aggressive Urge","Rivals of Ixalan","Near Mint","English","",1
"3945","Alpha Tyrranax","Scars of Mirrodin","Near Mint","English","",1
"3946","Ancient Animus","Dominaria","Near Mint","English","",1
"3947","Arlinn's Wolf","War of the Spark","Near Mint","English","",1
"3948","Atzocan Archer","Ixalan","Near Mint","English","",1
"3949","Axebane Beast","Ravnica Allegiance","Near Mint","English","",1
"3950","Thunderous Snapper","Throne of Eldraine","Near Mint","English","",1
"3951","Tomebound Lich","Core Set 2020","Near Mint","English","",1
"3952","Truefire Captain","Guilds of Ravnica","Near Mint","English","",1
"3953","Unraveling Mummy","Hour of Devastation","Near Mint","English","",1
"3954","Vraska, Swarm's Eminence","War of the Spark","Near Mint","English","",1
"3955","Vernadi Shieldmate","Guilds of Ravnica","Near Mint","English","",1
"3956","Vizkopa Vampire","Ravnica Allegiance","Near Mint","English","",1
"3957","Wandermare","Throne of Eldraine","Near Mint","English","",1
"3958","War Flare","Fate Reforged","Near Mint","English","",1
"3959","Whisper Agent","Guilds of Ravnica","Near Mint","English","",1
"3960","Wintermoor Commander","Throne of Eldraine","Near Mint","English","",1
"3961","Woodlot Crawler","Dragon's Maze","Near Mint","English","",1
"3962","Academy Journeymage","Dominaria","Near Mint","English","",1
"3963","Aegis Turtle","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3964","Aether Gust","Core Set 2020","Near Mint","English","",1
"3965","Air Elemental","Core Set 2020","Near Mint","English","",1
"3966","Angler Drake","Amonkhet","Near Mint","English","",2
"3967","Anticipate","Core Set 2019","Near Mint","English","",1
"3968","Corpse Churn","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3969","Cruel Finality","Aether Revolt","Near Mint","English","",1
"3970","Dark Inquiry","Rivals of Ixalan","Near Mint","English","",1
"3971","Davriel's Shadowfugue","War of the Spark","Near Mint","English","",1
"3972","Dead Drop","Khans of Tarkir","Near Mint","English","",2
"3973","Dead Revels","Ravnica Allegiance","Near Mint","English","",1
"3974","Dead Weight","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3975","Dead Weight","Guilds of Ravnica","Near Mint","English","",1
"3976","Deadeye Tormentor","Ixalan","Near Mint","English","",1
"3977","Deathless Ancient","Ixalan","Near Mint","English","",1
"3978","Demonic Vigor","Dominaria","Near Mint","English","",1
"3979","Desperate Castaways","Ixalan","Near Mint","English","",1
"3980","Dinosaur Hunter","Rivals of Ixalan","Near Mint","English","",1
"3981","Disfigure","Core Set 2020","Near Mint","English","",1
"3982","Disowned Ancestor","Khans of Tarkir","Near Mint","English","",1
"3983","Douser of Lights","Guilds of Ravnica","Near Mint","English","",1
"3984","Durable Coilbug","Ikoria: Lair of Behemoths","Near Mint","English","",1
"3985","Dusk Charger","Rivals of Ixalan","Near Mint","English","",1
"3986","Dusk Legion Zealot","Rivals of Ixalan","Near Mint","English","",1
"3987","Duskmantle Operative","War of the Spark","Near Mint","English","",1
"3988","Epic Downfall","Throne of Eldraine","Near Mint","English","",1
"3989","Epicure of Blood","Core Set 2019","Near Mint","English","",1
"3990","Eternal Taskmaster","War of the Spark","Near Mint","English","",1
"3991","Eviscerate","Dominaria","Near Mint","English","",1
"3992","Eye Collector","Throne of Eldraine","Near Mint","English","",1
"3993","Fatal Fumes","Dragon's Maze","Near Mint","English","",1
"3994","Fathom Fleet Boarder","Rivals of Ixalan","Near Mint","English","",1
"3995","Fathom Fleet Cutthroat","Core Set 2020","Near Mint","English","",1
"3996","Fathom Fleet Cutthroat","Ixalan","Near Mint","English","",1
"3997","Felhide Brawler","Born of the Gods","Near Mint","English","",1
"3998","Fell Specter","Core Set 2019","Near Mint","English","",1
"3999","Feral Abomination","Dominaria","Near Mint","English","",1
"4000","Feral Abomination","Core Set 2020","Near Mint","English","",1
"4001","Festive Funeral","Throne of Eldraine","Near Mint","English","",1
"4002","Foreboding Fruit","Throne of Eldraine","Near Mint","English","",1
"4003","Forever Young","Throne of Eldraine","Near Mint","English","",1
"4004","Giant's Skewer","Throne of Eldraine","Near Mint","English","",1
"4005","Gorging Vulture","Core Set 2020","Near Mint","English","",1
"4006","Grasping Scoundrel","Rivals of Ixalan","Near Mint","English","",1
"4007","Grave Strength","Fate Reforged","Near Mint","English","",1
"4008","Gravedigger","Amonkhet","Near Mint","English","",1
"4009","Grim Captain's Call","Ixalan","Near Mint","English","",2
"4010","Grim Strider","Amonkhet","Near Mint","English","",1
"4011","Grisly Survivor","Hour of Devastation","Near Mint","English","",1
"4012","Grotesque Demise","Ravnica Allegiance","Near Mint","English","",1
"4013","Gruesome Scourger","Core Set 2020","Near Mint","English","",1
"4014","Havoc Sower","Oath of the Gatewatch","Near Mint","English","",1
"4015","Headless Specter","Modern Horizons","Near Mint","English","",1
"4016","Hired Blade","Core Set 2019","Near Mint","English","",1
"4017","Hired Poisoner","Guilds of Ravnica","Near Mint","English","",1
"4018","Horror of the Broken Lands","Amonkhet","Near Mint","English","",1
"4019","Howling Banshee","Magic 2011","Near Mint","English","",1
"4020","Ill-Gotten Inheritance","Ravnica Allegiance","Near Mint","English","",1
"4021","Impale","Rivals of Ixalan","Near Mint","English","",1
"4022","Infectious Horror","Core Set 2019","Near Mint","English","",1
"4023","Infernal Scarring","Core Set 2019","Near Mint","English","",1
"4024","Insatiable Harpy","Theros","Near Mint","English","",1
"4025","Kaya's Ghostform","War of the Spark","Near Mint","English","",1
"4026","Khenra Eternal","Hour of Devastation","Near Mint","English","",1
"4027","Kolaghan Skirmisher","Dragons of Tarkir","Near Mint","English","",1
"4028","Lash of Thorns","Throne of Eldraine","Near Mint","English","",1
"4029","Lazotep Behemoth","War of the Spark","Near Mint","English","",1
"4030","Lich's Caress","Core Set 2019","Near Mint","English","",1
"4031","Lingering Phantom","Dominaria","Near Mint","English","",1
"4032","Locthwain Paladin","Throne of Eldraine","Near Mint","English","",1
"4033","Lord of the Accursed","Amonkhet","Near Mint","English","",1
"4034","Lost Legion","Throne of Eldraine","Near Mint","English","",1
"4035","Lurking Deadeye","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4036","Macabre Waltz","Core Set 2019","Near Mint","English","",1
"4037","Malevolent Noble","Throne of Eldraine","Near Mint","English","",1
"4038","Memory Theft","Throne of Eldraine","Near Mint","English","",1
"4039","Merciless Eternal","Hour of Devastation","Near Mint","English","",1
"4040","Mind Rot","Core Set 2019","Near Mint","English","",1
"4041","Mind Rot","Core Set 2020","Near Mint","English","",1
"4042","Mindless Null","Zendikar","Near Mint","English","",2
